t,pos,vel
7.920025382190943e-07,24.010513305664062,-0.0021803071722388268
0.0025582500093150884,24.010543823242188,0.007223304361104965
0.004330249998020008,24.010513305664062,-0.0004999629454687238
0.006459416996221989,24.010498046875,-0.004847234580665827
0.009664334007538855,24.01055908203125,0.012578577734529972
0.011041708989068866,24.010543823242188,0.003344325814396143
0.01184925000416115,24.010528564453125,0.0018037540139630437
0.01331954199122265,24.010604858398438,0.018127702176570892
0.01569812500383705,24.010574340820312,0.006962121464312077
0.01700916700065136,24.010498046875,-0.009518943727016449
0.01840770899434574,24.01055908203125,0.008704699575901031
0.019701459008501843,24.010513305664062,-0.004497290588915348
0.021374042000388727,24.010543823242188,0.003875874215736985
0.022885417012730613,24.010528564453125,0.0022414394188672304
0.024367209000047296,24.010528564453125,0.002098604803904891
0.02581195899983868,24.010543823242188,0.0047981771640479565
0.02692220898461528,24.010543823242188,0.006329567637294531
0.028368291998049244,24.010589599609375,0.014110990799963474
0.029465416999300942,24.01055908203125,0.0012201729696244001
0.031312250008340925,24.010513305664062,-0.005403266754001379
0.03212849999545142,24.010498046875,-0.007693719584494829
0.03297737499815412,24.010498046875,-0.007799825165420771
0.03387145898886956,24.010543823242188,0.0028127802070230246
0.034662541991565377,24.010528564453125,-0.0019752357620745897
0.03555933400639333,24.010574340820312,0.010357504710555077
0.036507542012259364,24.010574340820312,0.0067091044038534164
0.03731920899008401,24.010482788085938,-0.014730358496308327
0.03814341701217927,24.010513305664062,-0.005922569427639246
0.038940833997912705,24.010498046875,-0.007324387785047293
0.03976083398447372,24.010528564453125,0.0024893649388104677
0.04051841699401848,24.01055908203125,0.007833416573703289
0.041282416990725324,24.010528564453125,-0.0018640275811776519
0.042098125006305054,24.010543823242188,0.004606376402080059
0.04286829198827036,24.010574340820312,0.009030166082084179
0.04378329199971631,24.010528564453125,-0.0009009146597236395
0.0445980420045089,24.010543823242188,0.0017211196245625615
0.045490708987927064,24.010543823242188,-0.0022435595747083426
0.04625937499804422,24.010513305664062,-0.005125755909830332
0.04708733400912024,24.01055908203125,0.003750388976186514
0.04780595900956541,24.010528564453125,-0.0027077714912593365
0.04857420900953002,24.01055908203125,0.003145382273942232
0.04940237500704825,24.01055908203125,0.0020720830652862787
0.0501300840114709,24.010513305664062,-0.0054430533200502396
0.05095329199684784,24.010543823242188,-0.00054076814558357
0.051815666985930875,24.010528564453125,-0.002262944122776389
0.05262195901013911,24.010528564453125,-0.003853508271276951
0.053481917013414204,24.010513305664062,-0.004080003127455711
0.05426649999571964,24.010513305664062,-0.004723778925836086
0.055084208986954764,24.010574340820312,0.010270785540342331
0.055797459004679695,24.010574340820312,0.008391490206122398
0.05666779199964367,24.010543823242188,0.002310822019353509
0.05745941700297408,24.010528564453125,-0.0035535560455173254
0.058194874989567325,24.010574340820312,0.006161232013255358
0.05899612500797957,24.01055908203125,0.00456046499311924
0.05988229200011119,24.010513305664062,-0.005366536322981119
0.06065566700999625,24.01055908203125,0.0055603040382266045
0.06144133399357088,24.010498046875,-0.009541386738419533
0.06219858399708755,24.010528564453125,-0.004406485240906477
0.06303200000547804,24.010543823242188,0.004453336354345083
0.063809916988248,24.010543823242188,-0.0005938235553912818
0.0645929170132149,24.010513305664062,-0.006424532737582922
