torque_Nm,t_s,velocity_rev_s
0.0013000000000000002,0.0,-0.007744114380329847
0.0013000000000000002,0.00554203987121582,0.021573703736066818
0.0013000000000000002,0.009618043899536133,0.012081337161362171
0.0013000000000000002,0.012778997421264648,-0.0024796240031719208
0.0013000000000000002,0.016605138778686523,0.11287353932857513
0.0013000000000000002,0.02098393440246582,0.2816304564476013
0.0013000000000000002,0.02554607391357422,0.37602779269218445
0.0013000000000000002,0.029033184051513672,0.47939103841781616
0.0013000000000000002,0.0324399471282959,0.48109281063079834
0.0013000000000000002,0.035405874252319336,0.5470336079597473
0.0013000000000000002,0.03885388374328613,0.5989073514938354
0.0013000000000000002,0.04494810104370117,0.6973490118980408
0.0013000000000000002,0.04831290245056152,0.7143872976303101
0.0013000000000000002,0.051309823989868164,0.7695338726043701
0.0013000000000000002,0.05475497245788574,0.8007084727287292
0.0013000000000000002,0.06013202667236328,0.8771164417266846
0.0013000000000000002,0.06311416625976562,0.9123026728630066
0.0013000000000000002,0.06639695167541504,1.0063246488571167
0.0013000000000000002,0.07018089294433594,0.9918779134750366
0.0013000000000000002,0.07314300537109375,1.0394376516342163
0.0013000000000000002,0.0761251449584961,1.062025785446167
0.0013000000000000002,0.07934403419494629,1.105370044708252
0.0013000000000000002,0.08215904235839844,1.121159553527832
0.0013000000000000002,0.0847320556640625,1.1869895458221436
0.0013000000000000002,0.08840298652648926,1.243315577507019
0.0013000000000000002,0.09127688407897949,1.2563010454177856
0.0013000000000000002,0.09455704689025879,1.286925196647644
0.0013000000000000002,0.09750199317932129,1.3406715393066406
0.0013000000000000002,0.10006213188171387,1.367842435836792
0.0013000000000000002,0.10257601737976074,1.4446462392807007
0.0016900000000000003,0.0,0.0067234463058412075
0.0016900000000000003,0.002385854721069336,-0.042872775346040726
0.0016900000000000003,0.004662036895751953,0.04459909349679947
0.0016900000000000003,0.0072021484375,-0.060016993433237076
0.0016900000000000003,0.009623050689697266,-0.026818159967660904
0.0016900000000000003,0.012060880661010742,0.05095319449901581
0.0016900000000000003,0.014440059661865234,0.08454786986112595
0.0016900000000000003,0.01674509048461914,0.1606011688709259
0.0016900000000000003,0.019221067428588867,0.20565934479236603
0.0016900000000000003,0.021546125411987305,0.3193555772304535
0.0016900000000000003,0.02405691146850586,0.3842024505138397
0.0016900000000000003,0.02648186683654785,0.4279792010784149
0.0016900000000000003,0.02891087532043457,0.5270371437072754
0.0016900000000000003,0.031373023986816406,0.5857461094856262
0.0016900000000000003,0.03376483917236328,0.6634765863418579
0.0016900000000000003,0.03620100021362305,0.7186108827590942
0.0016900000000000003,0.03859996795654297,0.7430233955383301
0.0016900000000000003,0.041124820709228516,0.7786298990249634
0.0016900000000000003,0.043591976165771484,0.8339310884475708
0.0016900000000000003,0.046070098876953125,0.9218559861183167
0.0016900000000000003,0.048388004302978516,0.9089398384094238
0.0016900000000000003,0.05077099800109863,0.9920572638511658
0.0016900000000000003,0.05318307876586914,1.0461101531982422
0.0016900000000000003,0.055676937103271484,1.0728939771652222
0.0016900000000000003,0.05824899673461914,1.1644673347473145
0.0016900000000000003,0.060639142990112305,1.1956340074539185
0.0016900000000000003,0.06310105323791504,1.3032780885696411
0.0016900000000000003,0.06548500061035156,1.3305227756500244
0.0016900000000000003,0.06827497482299805,1.3638441562652588
0.0016900000000000003,0.07068490982055664,1.4138240814208984
0.0021970000000000006,0.0,0.012103154323995113
0.0021970000000000006,0.0022687911987304688,0.0009253339376300573
0.0021970000000000006,0.004579067230224609,0.019367309287190437
0.0021970000000000006,0.0069408416748046875,-0.02100996859371662
0.0021970000000000006,0.009221792221069336,-0.004551353398710489
0.0021970000000000006,0.011664867401123047,0.04233918339014053
0.0021970000000000006,0.014137744903564453,0.13734453916549683
0.0021970000000000006,0.01654505729675293,0.2688421308994293
0.0021970000000000006,0.018993854522705078,0.35836681723594666
0.0021970000000000006,0.02141284942626953,0.4627093970775604
0.0021970000000000006,0.023890972137451172,0.4936269223690033
0.0021970000000000006,0.026341915130615234,0.5623999238014221
0.0021970000000000006,0.028735876083374023,0.6381592750549316
0.0021970000000000006,0.03105783462524414,0.684339702129364
0.0021970000000000006,0.0335390567779541,0.7219460606575012
0.0021970000000000006,0.03601670265197754,0.7300469875335693
0.0021970000000000006,0.03849601745605469,0.809548556804657
0.0021970000000000006,0.0409998893737793,0.8494936227798462
0.0021970000000000006,0.04342770576477051,0.8759912848472595
0.0021970000000000006,0.045773983001708984,0.9676913619041443
0.0021970000000000006,0.048358917236328125,1.0064610242843628
0.0021970000000000006,0.05093193054199219,1.0165783166885376
0.0021970000000000006,0.05335378646850586,1.1468068361282349
0.0021970000000000006,0.05581474304199219,1.1597768068313599
0.0021970000000000006,0.05838203430175781,1.2974817752838135
0.0021970000000000006,0.06097579002380371,1.341793179512024
0.0021970000000000006,0.06335687637329102,1.3616437911987305
0.0021970000000000006,0.06575369834899902,1.4382768869400024
0.0021970000000000006,0.0680840015411377,1.5029772520065308
0.0021970000000000006,0.07083988189697266,1.5404525995254517
0.0028561000000000007,0.0,-0.002808190882205963
0.0028561000000000007,0.0036809444427490234,-0.010153965093195438
0.0028561000000000007,0.00650477409362793,-0.033076874911785126
0.0028561000000000007,0.009478092193603516,-0.007138124201446772
0.0028561000000000007,0.014667987823486328,0.11116967350244522
0.0028561000000000007,0.0174560546875,0.1959725171327591
0.0028561000000000007,0.020174026489257812,0.2639577388763428
0.0028561000000000007,0.023381948471069336,0.351078599691391
0.0028561000000000007,0.026659011840820312,0.3835917115211487
0.0028561000000000007,0.032956838607788086,0.5799973607063293
0.0028561000000000007,0.03532695770263672,0.6591112613677979
0.0028561000000000007,0.0377650260925293,0.7506684064865112
0.0028561000000000007,0.040483951568603516,0.8217185735702515
0.0028561000000000007,0.04298901557922363,0.8951234817504883
0.0028561000000000007,0.0453028678894043,0.9249839782714844
0.0028561000000000007,0.04969215393066406,1.1040984392166138
0.0028561000000000007,0.052394866943359375,1.1963660717010498
0.0028561000000000007,0.054840087890625,1.2927387952804565
0.0028561000000000007,0.05729818344116211,1.3461549282073975
0.0028561000000000007,0.05974698066711426,1.4516648054122925
0.0028561000000000007,0.06219196319580078,1.5347250699996948
0.0028561000000000007,0.06464409828186035,1.594307541847229
0.0028561000000000007,0.06728696823120117,1.6698874235153198
0.0028561000000000007,0.07022404670715332,1.700409173965454
0.0028561000000000007,0.07294416427612305,1.8252463340759277
0.0028561000000000007,0.07554817199707031,1.8694924116134644
0.0028561000000000007,0.07823610305786133,1.8749938011169434
0.0028561000000000007,0.08093595504760742,2.0832300186157227
0.0028561000000000007,0.08381891250610352,2.084465980529785
0.0028561000000000007,0.08668804168701172,2.10552716255188
0.003712930000000001,0.0,0.004924424458295107
0.003712930000000001,0.002262115478515625,0.030377540737390518
0.003712930000000001,0.004578113555908203,-0.027613280341029167
0.003712930000000001,0.0071222782135009766,-0.012803382240235806
0.003712930000000001,0.009605169296264648,0.020595408976078033
0.003712930000000001,0.012072086334228516,0.06146649271249771
0.003712930000000001,0.01445913314819336,0.17581167817115784
0.003712930000000001,0.016784191131591797,0.3050605356693268
0.003712930000000001,0.01912713050842285,0.4255027770996094
0.003712930000000001,0.021535873413085938,0.542590320110321
0.003712930000000001,0.024013042449951172,0.6663951873779297
0.003712930000000001,0.026422977447509766,0.7855028510093689
0.003712930000000001,0.02901291847229004,0.9041574001312256
0.003712930000000001,0.03151202201843262,0.9843119978904724
0.003712930000000001,0.03416109085083008,1.0900869369506836
0.003712930000000001,0.0366671085357666,1.179986596107483
0.003712930000000001,0.0390162467956543,1.2990493774414062
0.003712930000000001,0.04154491424560547,1.3892720937728882
0.003712930000000001,0.043946027755737305,1.526291012763977
0.003712930000000001,0.046865224838256836,1.7175990343093872
0.003712930000000001,0.04932403564453125,1.7946197986602783
0.003712930000000001,0.05163908004760742,1.887862205505371
0.003712930000000001,0.05407524108886719,1.9951560497283936
0.003712930000000001,0.05695509910583496,2.134836435317993
0.003712930000000001,0.05964303016662598,2.103160858154297
0.003712930000000001,0.06238508224487305,2.17201566696167
0.003712930000000001,0.06520700454711914,2.2281572818756104
0.003712930000000001,0.06798505783081055,2.3750557899475098
0.003712930000000001,0.07073307037353516,2.4537861347198486
0.003712930000000001,0.07360100746154785,2.5166611671447754
0.004826809000000001,0.0,-0.0010197751689702272
0.004826809000000001,0.003145933151245117,-0.005019146483391523
0.004826809000000001,0.00826406478881836,0.012553589418530464
0.004826809000000001,0.011080026626586914,0.0061423564329743385
0.004826809000000001,0.014045000076293945,-0.003313296241685748
0.004826809000000001,0.016631126403808594,0.0485723614692688
0.004826809000000001,0.019898176193237305,0.0950588658452034
0.004826809000000001,0.022575855255126953,0.19864243268966675
0.004826809000000001,0.0251920223236084,0.28506144881248474
0.004826809000000001,0.028149127960205078,0.33716335892677307
0.004826809000000001,0.031206846237182617,0.4212969243526459
0.004826809000000001,0.034240007400512695,0.48606225848197937
0.004826809000000001,0.03722405433654785,0.5637397766113281
0.004826809000000001,0.040366172790527344,0.6631850600242615
0.004826809000000001,0.04315590858459473,0.703884482383728
0.004826809000000001,0.04622912406921387,0.8087577223777771
0.004826809000000001,0.05036211013793945,0.9081746935844421
0.004826809000000001,0.05318093299865723,0.925322949886322
0.004826809000000001,0.055557966232299805,0.989374041557312
0.004826809000000001,0.057919979095458984,1.0872446298599243
0.004826809000000001,0.060704946517944336,1.0977861881256104
0.004826809000000001,0.06321096420288086,1.1528793573379517
0.004826809000000001,0.06585812568664551,1.1884533166885376
0.004826809000000001,0.06857609748840332,1.1987577676773071
0.004826809000000001,0.07101893424987793,1.2194768190383911
0.004826809000000001,0.07346510887145996,1.2907143831253052
0.004826809000000001,0.07588315010070801,1.289967656135559
0.004826809000000001,0.07837796211242676,1.3556877374649048
0.004826809000000001,0.08078217506408691,1.3311774730682373
0.004826809000000001,0.08311200141906738,1.408076286315918
0.006274851700000002,0.0,-0.013094988651573658
0.006274851700000002,0.0022897720336914062,0.00997483916580677
0.006274851700000002,0.0047779083251953125,-0.021852772682905197
0.006274851700000002,0.007363796234130859,0.007456878665834665
0.006274851700000002,0.010193824768066406,0.001266026054508984
0.006274851700000002,0.016427993774414062,0.3300507068634033
0.006274851700000002,0.018826007843017578,0.4261864721775055
0.006274851700000002,0.021187782287597656,0.5486975312232971
0.006274851700000002,0.02367687225341797,0.6727265119552612
0.006274851700000002,0.02676677703857422,0.7929646372795105
0.006274851700000002,0.02960991859436035,0.9551145434379578
0.006274851700000002,0.03235673904418945,1.0328168869018555
0.006274851700000002,0.03526592254638672,1.176377773284912
0.006274851700000002,0.03822684288024902,1.36347496509552
0.006274851700000002,0.041131019592285156,1.480280876159668
0.006274851700000002,0.04415178298950195,1.6558042764663696
0.006274851700000002,0.049345970153808594,2.012266159057617
0.006274851700000002,0.05172467231750488,2.172860622406006
0.006274851700000002,0.05508780479431152,2.353313684463501
0.006274851700000002,0.05749177932739258,2.4865880012512207
0.006274851700000002,0.05987191200256348,2.6767940521240234
0.006274851700000002,0.06231188774108887,2.932500123977661
0.006274851700000002,0.06472492218017578,3.102064371109009
0.006274851700000002,0.06712985038757324,3.2765841484069824
0.006274851700000002,0.06955170631408691,3.490338087081909
0.006274851700000002,0.07284879684448242,3.8586554527282715
0.006274851700000002,0.07693004608154297,4.031741142272949
0.006274851700000002,0.07975292205810547,4.1802520751953125
0.006274851700000002,0.08272099494934082,4.372689247131348
0.006274851700000002,0.0853428840637207,4.5619049072265625
0.008157307210000003,0.0,0.0030454557854682207
0.008157307210000003,0.002984285354614258,0.005375703796744347
0.008157307210000003,0.005448341369628906,0.0006499236915260553
0.008157307210000003,0.007727146148681641,-0.023460544645786285
0.008157307210000003,0.010061264038085938,-0.0029127781745046377
0.008157307210000003,0.012899160385131836,0.1269727647304535
0.008157307210000003,0.01588916778564453,0.37912464141845703
0.008157307210000003,0.018660306930541992,0.6160913109779358
0.008157307210000003,0.021363258361816406,0.8243849873542786
0.008157307210000003,0.026148319244384766,1.286964774131775
0.008157307210000003,0.028681278228759766,1.4672060012817383
0.008157307210000003,0.03109121322631836,1.611280918121338
0.008157307210000003,0.03364920616149902,1.9466767311096191
0.008157307210000003,0.03598618507385254,2.1492931842803955
0.008157307210000003,0.0384371280670166,2.317833423614502
0.008157307210000003,0.04078531265258789,2.5594234466552734
0.008157307210000003,0.04315638542175293,2.7786614894866943
0.008157307210000003,0.045641422271728516,2.9384446144104004
0.008157307210000003,0.048023223876953125,3.149538040161133
0.008157307210000003,0.05050539970397949,3.4218575954437256
0.008157307210000003,0.05301237106323242,3.702510118484497
0.008157307210000003,0.05544114112854004,3.898022413253784
0.008157307210000003,0.057851314544677734,4.1173834800720215
0.008157307210000003,0.06033730506896973,4.343465805053711
0.008157307210000003,0.0627431869506836,4.608414649963379
0.008157307210000003,0.06525921821594238,4.8771281242370605
0.008157307210000003,0.06780219078063965,5.082303524017334
0.008157307210000003,0.07003331184387207,5.313291549682617
0.008157307210000003,0.07246112823486328,5.5827765464782715
0.008157307210000003,0.07481813430786133,5.750938415527344
0.010604499373000004,0.0,0.006371698342263699
0.010604499373000004,0.0024459362030029297,-0.014025072567164898
0.010604499373000004,0.005603790283203125,-0.0013454480795189738
0.010604499373000004,0.008981943130493164,-0.046244457364082336
0.010604499373000004,0.011785030364990234,0.1193007305264473
0.010604499373000004,0.014349937438964844,0.4082100987434387
0.010604499373000004,0.01693892478942871,0.8246706128120422
0.010604499373000004,0.019568920135498047,1.1622090339660645
0.010604499373000004,0.02208995819091797,1.49351167678833
0.010604499373000004,0.02453303337097168,1.9789656400680542
0.010604499373000004,0.02791285514831543,2.3418259620666504
0.010604499373000004,0.03184986114501953,2.899815082550049
0.010604499373000004,0.03518104553222656,3.460606813430786
0.010604499373000004,0.03980278968811035,3.935356855392456
0.010604499373000004,0.04269886016845703,4.337975025177002
0.010604499373000004,0.04597878456115723,4.7139506340026855
0.010604499373000004,0.04908275604248047,5.187222480773926
0.010604499373000004,0.05199480056762695,5.534280776977539
0.010604499373000004,0.05550694465637207,6.041961669921875
0.010604499373000004,0.05990195274353027,6.490401268005371
0.010604499373000004,0.06486201286315918,7.087176322937012
0.010604499373000004,0.06951403617858887,7.575429439544678
