kd,overshoot,hf_rms,v_ss,stable
0.01,44.45056915283203,0.20457312817948822,8.10138392140391,True
0.02,26.62867307662964,0.162541726847205,8.061173123698081,True
0.03,21.80415391921997,0.13403757973503458,8.02785435545868,True
0.04,13.393056392669678,0.12119427333281547,8.000515433649221,True
0.05,15.434491634368896,0.12284998159001433,7.992067740513728,True
0.07,12.816190719604492,0.25222797601836344,7.991741909918847,True
0.1,30.09932041168213,1.6138482767663538,7.969307720413841,False
