kd,t,v
0.01,1.25030055642128e-07,0.3685799241065979
0.01,0.006766791047994047,0.33002257347106934
0.01,0.008834500040393323,0.33460548520088196
0.01,0.012192958034574986,0.3372500240802765
0.01,0.013640333025250584,0.35430049896240234
0.01,0.015316583041567355,0.36964911222457886
0.01,0.016788166016340256,0.21486137807369232
0.01,0.018667625030502677,-0.5639255046844482
0.01,0.020713166042696685,-1.9964046478271484
0.01,0.02265979105141014,-2.119208574295044
0.01,0.024245000036899,-1.5208990573883057
0.01,0.025448291038628668,-0.9125996232032776
0.01,0.026859541016165167,0.21386271715164185
0.01,0.028401416027918458,0.8732439875602722
0.01,0.02946416602935642,1.1716662645339966
0.01,0.03198637504829094,0.8092134594917297
0.01,0.0334746660082601,0.15711666643619537
0.01,0.035621500050183386,-0.1890529990196228
0.01,0.03743979102000594,-0.2286549210548401
0.01,0.039668708050157875,0.07930859178304672
0.01,0.04206700000213459,0.25665193796157837
0.01,0.04344712500460446,0.31426721811294556
0.01,0.04477091605076566,0.3279956877231598
0.01,0.04643770802067593,0.25620296597480774
0.01,0.04869329102803022,0.13146346807479858
0.01,0.050502333033364266,-0.008359297178685665
0.01,0.05366083304397762,0.025112954899668694
0.01,0.055077916011214256,0.07335428148508072
0.01,0.056420458015054464,0.07334201782941818
0.01,0.057487583020702004,0.09755450487136841
0.01,0.05874145805137232,0.07745156437158585
0.01,0.059858250024262816,0.1329488903284073
0.01,0.06084104103501886,0.10439831763505936
0.01,0.062008041015360504,0.8161877989768982
0.01,0.06316258304286748,1.2234865427017212
0.01,0.06431320804404095,2.2196226119995117
0.01,0.0654191659996286,2.4307525157928467
0.01,0.06651187501847744,2.5866785049438477
0.01,0.06759250001050532,2.0764453411102295
0.01,0.06876708305208012,1.4144319295883179
0.01,0.0698182909982279,0.6387670040130615
0.01,0.07101691601565108,-0.1287563592195511
0.01,0.0721341660246253,-0.8029842972755432
0.01,0.07315725000808015,-0.9542420506477356
0.01,0.07426995801506564,-1.085066318511963
0.01,0.07543308305321261,-0.8311717510223389
0.01,0.07648541603703052,-0.5232940316200256
0.01,0.07763250003335997,-0.1014956384897232
0.01,0.07878662500297651,0.2849860191345215
0.01,0.07982220803387463,0.5363748073577881
0.01,0.08100350003223866,0.6155622601509094
0.01,0.0820765410317108,0.65583336353302
0.01,0.08316308300709352,0.49450787901878357
0.01,0.08431279100477695,0.34311139583587646
0.01,0.0854591250536032,0.004789463710039854
0.01,0.08652362501015887,-0.08921606093645096
0.01,0.0878510830225423,-0.2825690805912018
0.01,0.08911541604902595,-0.27010577917099
0.01,0.09022079105488956,-0.2268514484167099
0.01,0.09184387500863522,-0.0907505676150322
0.01,0.09289858303964138,0.028434623032808304
0.01,0.09396500000730157,0.1317652016878128
0.01,0.09502608299953863,0.1682981699705124
0.01,0.09609316603746265,0.20208467543125153
0.01,0.09721012500813231,0.16418860852718353
0.01,0.09826854104176164,0.16147471964359283
0.01,0.09938104101456702,0.08994723111391068
0.01,0.10039720800705254,-0.019566036760807037
0.01,0.10178270802134648,-0.035767555236816406
0.01,0.10305341600906104,-0.05800485238432884
0.01,0.10452954104403034,-0.03274354711174965
0.01,0.10704741603694856,-0.004629639443010092
0.01,0.10849812504602596,0.05686674267053604
0.01,0.10989037505351007,0.06079673022031784
0.01,0.11115954100387171,0.08607437461614609
0.01,0.11252345802495256,0.028042754158377647
0.01,0.11387341603403911,0.05963776260614395
0.01,0.11719858302967623,-0.0006710471934638917
0.01,0.11853591602994129,0.04514211416244507
0.01,0.11997158301528543,0.011012830771505833
0.01,0.12192750000394881,0.0515492707490921
0.01,0.12418037501629442,0.035208992660045624
0.01,0.125572708027903,0.02377406880259514
0.01,0.12717837502714247,0.034613169729709625
0.01,0.12870270805433393,0.06722433120012283
0.01,0.13030900002922863,-0.007090420927852392
0.01,0.13359841605415568,0.03719235211610794
0.01,0.1350494580110535,0.0014224984915927052
0.01,0.13635800004703924,-0.018223369494080544
0.01,0.1376701250555925,0.005532052367925644
0.01,0.13904791604727507,-0.015227923169732094
0.01,0.1405286660301499,0.06452678143978119
0.01,0.14229054102906957,0.0062380447052419186
0.01,0.14368858304806054,0.01192694902420044
0.01,0.14507400000002235,0.020346015691757202
0.01,0.14677887503057718,0.04262819141149521
0.01,0.15153479104628786,-0.037122443318367004
0.01,0.1526338750263676,0.015342723578214645
0.01,0.1538297080551274,0.027206145226955414
0.01,0.1548592080362141,-0.04313373193144798
0.01,0.15605179104022682,0.0023243732284754515
0.01,0.1571118330466561,-0.017080720514059067
0.01,0.15833825001027435,0.00589523371309042
0.01,0.15989437501411885,0.028136616572737694
0.01,0.16172454104525968,0.02459840662777424
0.01,0.16323004104197025,0.02685927040874958
0.01,0.1646396249998361,-0.005902889184653759
0.01,0.1663435410009697,-0.005760060157626867
0.01,0.16843845800030977,-0.002270814962685108
0.01,0.1699794580345042,-0.012734463438391685
0.01,0.171621875022538,-0.007902574725449085
0.01,0.1730396250495687,0.016224214807152748
0.01,0.17405495804268867,-0.0017688545631244779
0.01,0.17517570802010596,0.011106661520898342
0.01,0.17624008300481364,-0.005058126524090767
0.01,0.1773305830429308,-0.0077515775337815285
0.01,0.17843358300160617,-0.016697101294994354
0.01,0.17946237500291318,-0.006057969760149717
0.01,0.18069354101317003,0.01889725774526596
0.01,0.1818521660170518,0.030446449294686317
0.01,0.18346575001487508,-0.0037440545856952667
0.01,0.18475145800039172,-0.0009567367960698903
0.01,0.18612075003329664,0.006597166880965233
0.01,0.18732100003398955,-0.02690773271024227
0.01,0.1884338750387542,-0.006568098906427622
0.01,0.18947675003437325,-0.011873382143676281
0.01,0.19054791604867205,0.0019121806835755706
0.01,0.19187558302655816,-0.018794745206832886
0.01,0.1930929580121301,0.013440967537462711
0.01,0.19417508301557973,-0.019843557849526405
0.01,0.19584587501594797,0.0012265737168490887
0.01,0.1973182080546394,0.023627111688256264
0.01,0.20196129102259874,0.003826163476333022
0.01,0.20307791599771008,-0.04663114994764328
0.01,0.2041385000338778,0.03933483362197876
0.01,0.20525833300780505,0.008131610229611397
0.01,0.20636970800114796,-0.019831309095025063
0.01,0.20751562505029142,-0.004764305427670479
0.01,0.2088602080475539,0.04465235397219658
0.01,0.210053458053153,0.017783137038350105
0.01,0.2115267080371268,0.014383680187165737
0.01,0.21346904104575515,0.0016224338905885816
0.01,0.21480279101524502,0.022835401818156242
0.01,0.21661783300805837,-0.057547785341739655
0.01,0.21847412502393126,-0.001405663089826703
0.01,0.219945875054691,0.008400942198932171
0.01,0.22135487501509488,-0.014925971627235413
0.01,0.22242329100845382,-0.02990727126598358
0.01,0.2234495000448078,-0.043390851467847824
0.01,0.22445741604315117,0.022529320791363716
0.01,0.22680241602938622,0.02632056176662445
0.01,0.2288279160275124,-0.025234535336494446
0.01,0.23006583302048966,-0.0031237476505339146
0.01,0.23132683301810175,0.015008075162768364
0.01,0.232398624997586,-0.0118652218952775
0.01,0.23341933300253004,-0.02874010242521763
0.01,0.23464345803949982,-0.008416788652539253
0.01,0.23583441600203514,-0.041958414018154144
0.01,0.23696808301610872,0.009339584968984127
0.01,0.23801495804218575,-0.0025524089578539133
0.01,0.2391160000115633,0.02290070801973343
0.01,0.24027212505461648,0.007531710434705019
0.01,0.2420337910298258,-0.010338927619159222
