kd,t,v
0.03,2.08965502679348e-07,0.2838544547557831
0.03,0.017944166960660368,0.260286808013916
0.03,0.020058041962329298,0.26229462027549744
0.03,0.021733750007115304,0.2795000672340393
0.03,0.023219875001814216,0.2490110695362091
0.03,0.024352959007956088,0.2649472951889038
0.03,0.02574795897817239,0.2449178248643875
0.03,0.02687008399516344,0.266428679227829
0.03,0.02873645897489041,0.26373928785324097
0.03,0.029723958985414356,0.27062392234802246
0.03,0.0309163749916479,-0.4046568274497986
0.03,0.03294204198755324,-1.5047844648361206
0.03,0.03478229197207838,-1.7197585105895996
0.03,0.0370971669908613,-0.7831476330757141
0.03,0.03838870895560831,-0.1898782104253769
0.03,0.03944874997250736,0.42950940132141113
0.03,0.04067945899441838,0.5041791200637817
0.03,0.04173724999418482,0.4121894836425781
0.03,0.04284187499433756,0.017651958391070366
0.03,0.04391741700237617,-0.29303351044654846
0.03,0.045083166973199695,-0.45442020893096924
0.03,0.04623674997128546,-0.35353413224220276
0.03,0.04736762499669567,-0.06184558942914009
0.03,0.04856595897581428,0.2059364914894104
0.03,0.049617292010225356,0.34978318214416504
0.03,0.05076429195469245,0.36520931124687195
0.03,0.05179054196923971,0.2074384242296219
0.03,0.052900334005244076,0.1232762411236763
0.03,0.05392099998425692,-0.04795787110924721
0.03,0.055109041975811124,-0.08279316127300262
0.03,0.056197458994574845,-0.12066470831632614
0.03,0.057684917002916336,0.06822783499956131
0.03,0.0592670000041835,0.1477539986371994
0.03,0.0619053749833256,0.1075277030467987
0.03,0.06373695895308629,0.24678729474544525
0.03,0.06520112499129027,0.8947131037712097
0.03,0.0665436249691993,1.9815901517868042
0.03,0.06834012496983632,1.8549243211746216
0.03,0.07001512497663498,0.9649221301078796
0.03,0.07155749999219552,0.2214113026857376
0.03,0.0729393339715898,-0.3739311695098877
0.03,0.07432012498611584,-0.3187439739704132
0.03,0.07569908397272229,0.05532326549291611
0.03,0.07707712496630847,0.596551775932312
0.03,0.07961049996083602,0.5530728697776794
0.03,0.08105199999408796,0.1999819129705429
0.03,0.08236362499883398,-0.042493972927331924
0.03,0.08373770897742361,-0.2783749997615814
0.03,0.08518929197452962,-0.10240280628204346
0.03,0.0872317089815624,0.13006651401519775
0.03,0.08886512496974319,0.27692899107933044
0.03,0.09033095900667831,0.1840498000383377
0.03,0.0919614169979468,0.10105482488870621
0.03,0.09337241697357967,-0.04966007545590401
0.03,0.0950873339897953,-0.10077852755784988
0.03,0.09655249997740611,-0.06533107906579971
0.03,0.09837941697333008,0.06956184655427933
0.03,0.09968349995324388,0.0630241110920906
0.03,0.10097666695946828,0.0656237006187439
0.03,0.10426329198526219,0.0349142849445343
0.03,0.10595837497385219,-0.016453087329864502
0.03,0.1073994169710204,-0.002136977855116129
0.03,0.10902204195735976,-0.011311034671962261
0.03,0.11229191697202623,0.010379401035606861
0.03,0.11418362497352064,0.04636145383119583
0.03,0.11573720898013562,0.047932639718055725
0.03,0.11728074995335191,0.008449101820588112
0.03,0.11880820896476507,-0.02395392581820488
0.03,0.12157470895908773,0.02356508933007717
0.03,0.12314304197207093,0.05088729411363602
0.03,0.12475637497846037,0.0038090324960649014
0.03,0.12641899997834116,0.0001688005868345499
0.03,0.1286157919676043,0.005168005358427763
0.03,0.13121812499593943,0.007534975651651621
0.03,0.13287766696885228,-0.011355911381542683
0.03,0.13440458400873467,-0.016028644517064095
0.03,0.1360154589638114,0.017786407843232155
0.03,0.13755087496247143,-0.001345262280665338
0.03,0.13958512496901676,0.003764133434742689
