kd,t,v
0.08,3.3300602808594704e-07,0.25939276814460754
0.08,0.0030510000069625676,0.2986680567264557
0.08,0.005784790962934494,0.28968995809555054
0.08,0.0077335829846560955,0.2861844599246979
0.08,0.00923791597597301,0.23979194462299347
0.08,0.011006707965862006,0.2971583604812622
0.08,0.012392165954224765,0.28034886717796326
0.08,0.01563774998066947,0.26209452748298645
0.08,0.017338374978862703,-0.48263654112815857
0.08,0.019300624961033463,-0.9764237403869629
0.08,0.021338249964173883,0.3829120099544525
0.08,0.025097915960941464,-0.24409888684749603
0.08,0.027151624963153154,-0.5000258088111877
0.08,0.029000540962442756,-0.28122761845588684
0.08,0.03093237499706447,0.4483017027378082
0.08,0.032426082994788885,0.11277935653924942
0.08,0.03452954097883776,-0.526364266872406
0.08,0.035973874968476593,-0.3663528561592102
0.08,0.03708495799219236,-0.002806355943903327
0.08,0.03812220797408372,0.43560177087783813
0.08,0.03923441597726196,0.48323914408683777
0.08,0.0404057499836199,0.17379018664360046
0.08,0.04150837496854365,-0.28028079867362976
0.08,0.04264466598397121,-0.49122700095176697
0.08,0.04377529100747779,-0.2933359742164612
0.08,0.0449159579584375,0.17598970234394073
0.08,0.046077749982941896,0.49536362290382385
0.08,0.047161165974102914,0.4870915412902832
0.08,0.04851887497352436,-0.04502828046679497
0.08,0.049700125004164875,-0.44416508078575134
0.08,0.05123275000369176,-0.2834519147872925
0.08,0.052490790956653655,0.8656641840934753
0.08,0.05368279095273465,1.3871285915374756
0.08,0.05482999997911975,1.763436198234558
0.08,0.05617795797297731,0.6801915764808655
0.08,0.05741508299252018,-0.47940853238105774
0.08,0.058970582962501794,-0.5238259434700012
0.08,0.06004720798227936,0.2092130035161972
0.08,0.06112570798723027,0.9761077761650085
0.08,0.06226974999299273,1.6758949756622314
0.08,0.06351129099493846,0.967207133769989
0.08,0.06456420797621831,0.08595484495162964
0.08,0.06566016597207636,-0.8797779679298401
0.08,0.06678295799065381,-0.7199297547340393
0.08,0.06794054096098989,0.12345506250858307
0.08,0.06908116600243375,1.1221296787261963
0.08,0.07011337496805936,1.4723924398422241
0.08,0.07119158300338313,0.9171007871627808
0.08,0.0723396249813959,-0.18461041152477264
0.08,0.07349341595545411,-0.9977591633796692
0.08,0.07453616597922519,-0.987450897693634
0.08,0.0756776659982279,0.03007788024842739
0.08,0.07677162496838719,1.095770239830017
