kd,t,v
0.06,1.25030055642128e-07,0.2281506061553955
0.06,0.0012022500159218907,0.15649259090423584
0.06,0.002349791000597179,0.18474522233009338
0.06,0.004349125025328249,0.21452012658119202
0.06,0.005628250015433878,0.15822289884090424
0.06,0.006815875007305294,0.16256915032863617
0.06,0.00783720804611221,0.16811521351337433
0.06,0.00883512501604855,0.1377526819705963
0.06,0.009830958035308868,0.15850040316581726
0.06,0.010899333050474524,0.161087766289711
0.06,0.011951791006140411,0.19708208739757538
0.06,0.013007625006139278,0.14289477467536926
0.06,0.01426929101580754,-0.6203395128250122
0.06,0.01593804103322327,-1.0578864812850952
0.06,0.017164207994937897,-1.2795531749725342
0.06,0.01849108299938962,-0.8381043076515198
0.06,0.019649333029519767,-0.14561393857002258
0.06,0.02087162504903972,0.2527800500392914
0.06,0.02213950001168996,0.20410208404064178
0.06,0.023237791028805077,-0.19764244556427002
0.06,0.024361165997106582,-0.7952865958213806
0.06,0.025903333036694676,-0.7182581424713135
0.06,0.02725154103245586,-0.15955066680908203
0.06,0.028394916036631912,0.18526412546634674
0.06,0.029524290992412716,0.4212798476219177
0.06,0.030635958013590425,0.11643432080745697
0.06,0.03186504100449383,-0.27512410283088684
0.06,0.03308512503281236,-0.6022273302078247
0.06,0.03430454101180658,-0.3983084261417389
0.06,0.03582500002812594,0.18339946866035461
0.06,0.0368738750112243,1.1738059520721436
0.06,0.03798595804255456,1.4823204278945923
0.06,0.039147041039541364,1.7311338186264038
0.06,0.040391832997556776,0.757443368434906
0.06,0.041450707998592407,0.20595106482505798
0.06,0.04283783299615607,-0.5303201675415039
0.06,0.04412829101784155,0.3352814316749573
0.06,0.04584050003904849,0.8139484524726868
0.06,0.046939624997321516,1.2790789604187012
0.06,0.04810237500350922,0.845115065574646
0.06,0.049224583024624735,0.2582324743270874
0.06,0.05035575001966208,-0.4058460593223572
0.06,0.0514766660053283,-0.5554876923561096
0.06,0.05250229104422033,-0.2246013581752777
0.06,0.053516625019256026,0.2639172077178955
0.06,0.054513416020199656,0.783496081829071
0.06,0.055681583005934954,0.8666666150093079
0.06,0.05670204100897536,0.5280713438987732
0.06,0.05771954101510346,0.04502544924616814
0.06,0.05872558301780373,-0.44725167751312256
0.06,0.059791125007905066,-0.5303118824958801
0.06,0.06085525004891679,-0.29152926802635193
0.06,0.06182250002166256,0.12520067393779755
0.06,0.06285662500886247,0.5726686120033264
0.06,0.06393108301563188,0.6599893569946289
0.06,0.06515479099471122,0.3954557776451111
0.06,0.06626420799875632,-0.05937427282333374
0.06,0.06739591603400186,-0.4611841142177582
0.06,0.06874445802532136,-0.4331600069999695
0.06,0.0697946660220623,-0.11297395825386047
0.06,0.07084337499691173,0.2593548595905304
0.06,0.07198058301582932,0.5696077942848206
0.06,0.0732627910329029,0.40783751010894775
0.06,0.07441754103638232,0.017107557505369186
0.06,0.07578437501797453,-0.41541576385498047
0.06,0.07688387500820681,-0.4355963170528412
0.06,0.07791258301585913,-0.1646719127893448
0.06,0.0790651660063304,0.12264584749937057
0.06,0.0802256659953855,0.45209571719169617
0.06,0.08136345801176503,0.30249497294425964
0.06,0.08275908301584423,0.11069266498088837
0.06,0.08380979101639241,-0.2065550535917282
0.06,0.0849335000384599,-0.32136964797973633
0.06,0.08619520801585168,-0.2527029812335968
0.06,0.08729645801940933,-0.012504281476140022
0.06,0.08836137503385544,0.2462262064218521
0.06,0.08945945801679045,0.32755613327026367
0.06,0.09062441601417959,0.19431591033935547
0.06,0.09174241602886468,-0.01065977755934
0.06,0.0929077910259366,-0.19423887133598328
0.06,0.0941947500105016,-0.224038228392601
0.06,0.09568116604350507,-0.019197192043066025
0.06,0.09683916601352394,0.1198950707912445
0.06,0.0979324160143733,0.22785751521587372
0.06,0.0992377910297364,0.09401748329401016
0.06,0.10042779101058841,0.01221003569662571
0.06,0.1016620000009425,-0.13509318232536316
0.06,0.10281416604993865,-0.11110921949148178
0.06,0.1038402080303058,-0.08054264634847641
0.06,0.10499604104552418,-0.08868832141160965
0.06,0.10612229100661352,0.10918239504098892
0.06,0.10722829104634002,0.04656782001256943
0.06,0.10846725001465529,0.1217028871178627
0.06,0.10958533303346485,-0.030028177425265312
0.06,0.11074866604758427,-0.02854269929230213
0.06,0.1118474579998292,-0.09217752516269684
0.06,0.11292945803143084,0.0033624512143433094
0.06,0.11390745802782476,-0.028861016035079956
0.06,0.11503041599644348,0.03437386080622673
0.06,0.11617433303035796,0.05554601550102234
0.06,0.11751545802690089,0.04197673872113228
0.06,0.1186357910046354,0.027232132852077484
0.06,0.11980849999235943,0.012422235682606697
0.06,0.12089054100215435,-0.02970578335225582
0.06,0.12212700000964105,-0.03768002614378929
0.06,0.12326237501110882,-0.020025672391057014
0.06,0.12437762500485405,0.018445780500769615
0.06,0.12554429104784504,0.06252451241016388
0.06,0.12692629103548825,-0.0033915764652192593
0.06,0.12804837501607835,0.004231707192957401
0.06,0.12928170803934336,-0.005787114147096872
0.06,0.13039420801214874,-0.035113073885440826
0.06,0.13160483300453052,-0.0015469600912183523
0.06,0.1327905830112286,-0.00942326057702303
0.06,0.1339934160350822,-0.0039057661779224873
0.06,0.13558829104295,0.03007252886891365
0.06,0.13670770800672472,-0.0178382508456707
0.06,0.13785812503192574,0.010969436727464199
0.06,0.1389145830180496,0.00669255992397666
0.06,0.13997358304914087,-0.03448867425322533
0.06,0.14115012501133606,-0.0065624830313026905
0.06,0.14223787502851337,-0.0001022823853418231
0.06,0.14337987499311566,-0.0007266749162226915
0.06,0.1445123750017956,-0.002693704329431057
0.06,0.14559604099486023,-0.02701638452708721
0.06,0.14670937502523884,-0.005007624160498381
0.06,0.14781966601731256,0.0012158798053860664
0.06,0.14894837501924485,0.03733260557055473
0.06,0.15015854104422033,-0.03272160142660141
0.06,0.15136604104191065,0.003354320302605629
0.06,0.15260558301815763,-0.03781059384346008
0.06,0.1538025410263799,-0.03374592959880829
0.06,0.15485575003549457,0.01485045813024044
0.06,0.1558237080462277,-0.026632772758603096
