f_hz,mag,mag_db,phase_deg,re,im,n,drift
0.5,146.55292601219102,43.31988987592755,159.00006231159898,-136.81900028838908,52.519722798397595,7300,-0.015708819842921565
0.6103831782596193,108.24051953180756,40.687797362341165,164.83497783532135,-104.47119232041852,28.31572078661855,5298,0.554744622298269
0.7451352486046283,84.19745672398822,38.50597946718551,163.62374340920425,-80.78164123229135,23.738958667246457,4407,0.49254854880188353
0.9096360425531291,93.77502155723748,39.44174345318957,156.20023379645534,-85.80051699277838,37.842118754534646,3505,1.9546821454728183
1.1104530774261625,77.07669020659176,37.738461142015055,-158.02292573396738,-71.47581011668372,-28.84483907680353,2967,-0.3098160465931238
1.3556037574151125,56.17083620665869,34.990217783997636,-167.9576070880123,-54.93471269968268,-11.719222702833221,2293,2.738625468291947
1.6548754598234363,35.89443132684848,31.100541544485267,162.22581815988485,-34.181084087943056,10.957357840775668,2471,4.840479733401111
2.020216285581756,28.70032078164413,29.157735016853636,165.69499091087675,-27.810442475330397,7.091382255640488,1788,-4.402656992346381
2.46621207433047,26.327014557455094,28.408032271574818,156.75008051619724,-24.189044169022694,10.392393261300386,1394,9.478176594658464
3.0106687283841613,19.638026942998096,25.861957030715914,165.49224485687236,-19.011843746922334,4.919542616598541,1167,-6.334259852418278
3.6753230942359427,14.289442570836973,23.10030574708405,179.96284601183,-14.289439566484461,0.009266123046699673,920,-1.3759724725108926
4.486710782781426,11.628892132807538,21.310766842244956,-169.79649037013837,-11.444978399635001,-2.0600004049420155,723,10.083016291222725
5.477225575051659,9.777503131261431,19.80455927415423,169.97504908448946,-9.62822060539975,1.7020386175356708,609,-4.229973404014103
6.686412709089805,5.3553821867947295,14.57580939390176,-164.40437772211672,-5.1582136751846495,-1.4397743044576026,600,-4.953397822537355
8.162547681059493,1.9521023164598668,5.810051536176974,142.66473951583103,-1.552117328725941,1.183906774960185,512,-2.1121159543148056
9.964563592521559,1.915217652858909,5.644362720811058,42.50195316056675,1.4120024617488753,1.2939504263446513,539,-0.5304385486099054
12.164403991146798,5.255714132203917,14.412634702637511,35.68348374184226,4.268962772963658,3.0656953342591655,539,11.078791699154324
14.849895139500362,8.618020839330583,18.70815079851724,41.70916780096478,6.433626009306656,5.733998566402777,516,-0.16047130112429286
18.128252384140605,11.967455051056511,21.56003609953298,42.93866811060391,8.761174263031151,8.15241105022671,518,-7.185074286392976
22.130360613048527,16.280425679150486,24.233315121246974,50.488064750169784,10.358240827891652,12.560219235576305,654,-2.5577634708906505
27.015999694048116,22.02703057946767,26.859119094288936,66.3028909389541,8.852698284736716,20.169774644953858,564,-1.0671083372409131
32.98022351422798,30.689687642228037,29.73984936463053,77.93865909640404,6.412879596360904,30.012195902001277,542,12.105550354468141
40.261147296654215,52.602646643666795,34.42015191494687,91.73748124010656,-1.5949186012466408,52.578462021761986,676,4.853330762612745
49.14945409462096,91.45607972491526,39.224251627242175,123.8802112555496,-50.982960524698306,75.92728267748761,613,-10.18958325112586
60.0,108.81935413991611,40.73412287942144,-128.7239403007975,-68.07398130599897,-84.89749645648557,569,-2.5264005868198245
