t,pos,vel,torque
-0.2999884589924477,2.641213359311223e-05,0.01199476420879364,0.0
-0.2951042500033509,-0.014717767568072304,-0.012083056382834911,0.0
-0.293900458997814,-0.018298623006558046,-0.0037711081095039845,0.0
-0.2927885000070091,-0.0216344999789726,-0.002718214178457856,0.0
-0.29157333400216884,-0.025295256782555953,-0.0058065010234713554,0.0
-0.29035258399089797,-0.02897276560543105,-0.006187050137668848,0.0
-0.2892806670104619,-0.032157998968614265,0.0013984828256070614,0.0016552861779928207
-0.2879921250103507,-0.03603888375801034,-0.0027916706167161465,0.008545142598450184
-0.2866417500015814,-0.03989164452650584,0.04124012961983681,0.032760296016931534
-0.2855180839949753,-0.04242340914788656,0.21104690432548523,0.07008574903011322
-0.2792822920135222,-0.04295756731880829,2.5813443660736084,0.08640573173761368
-0.2777784170000814,-0.04409699997631833,2.5518836975097656,0.08855405449867249
-0.27649366699624806,-0.0463643359253183,2.1358728408813477,0.09294631332159042
-0.2752463750191964,-0.05030457611428574,1.526049017906189,0.10073373466730118
-0.2739652090065647,-0.055719729425618425,0.7621740698814392,0.11144427210092545
-0.27274258401012047,-0.061767975508701056,0.040039364248514175,0.12293890118598938
-0.2714314590091817,-0.06789861613651738,-0.4398714303970337,0.1346551775932312
-0.2700497500016354,-0.07341703417478129,-0.5756428241729736,0.14745120704174042
-0.2684668339905329,-0.07728077244246379,-0.19222496449947357,0.1543779820203781
-0.2671915000071749,-0.07802449900191277,0.5263438820838928,0.15936367213726044
-0.26347883401904254,-0.07802358095068485,2.0521769523620605,0.15679043531417847
-0.2611516250006389,-0.08035127734183334,2.0361597537994385,0.1628633439540863
-0.25970541701535693,-0.08346919817267917,1.693514347076416,0.17005722224712372
-0.2583709590078797,-0.08739627824979834,1.2310326099395752,0.17844517529010773
-0.2571873749955557,-0.09178626368520781,0.6623566150665283,0.18358100950717926
-0.25562833399162627,-0.09742469040793367,0.2618465721607208,0.18244647979736328
-0.25440454201889223,-0.10195055851363577,0.015389674343168736,0.1817590743303299
-0.25318266699905506,-0.10601291208877228,-0.0705518051981926,0.1808573305606842
-0.2515523750160355,-0.11067490620189346,0.009453894570469856,0.18053625524044037
-0.2500656670134049,-0.11418898528791033,0.21329914033412933,0.17966927587985992
-0.2475019590172451,-0.1182637762685772,0.7421622276306152,0.18043383955955505
-0.24553820899454876,-0.1223697480163537,0.8763042688369751,0.1796802580356598
-0.2440641250112094,-0.1254492265288718,0.8945838809013367,0.18122553825378418
-0.24264462499995715,-0.12874642285169102,0.8091350793838501,0.18097315728664398
-0.24113479199586435,-0.13249772362178192,0.5563607215881348,0.18076875805854797
-0.23826275001629255,-0.14093074409174733,0.397800087928772,0.1805708259344101
-0.23669991701608523,-0.1452682909439318,0.341972291469574,0.18057651817798615
-0.23505145900417118,-0.14951176068279892,0.3788194954395294,0.1800980567932129
-0.23348866701126098,-0.15304046869277954,0.49722006916999817,0.18028853833675385
-0.23098979201749897,-0.15711912492406555,0.8322333097457886,0.18096256256103516
-0.2288537090178579,-0.16107070888392627,0.9855296015739441,0.18045595288276672
-0.22684641701634972,-0.1654293768806383,1.0310343503952026,0.1807507872581482
-0.2252953749964945,-0.168526106455829,1.0204495191574097,0.1801893711090088
-0.22211187499924562,-0.1752537304710131,0.8983727097511292,0.1814916729927063
-0.22040762500255368,-0.17913051854702644,0.851172149181366,0.18004213273525238
-0.2188395419914741,-0.18276665234589018,0.8224031925201416,0.18016710877418518
-0.21743770899483933,-0.18540049606235698,0.8419002294540405,0.18007221817970276
-0.2146047499962151,-0.19116804981604218,0.9543529152870178,0.18045029044151306
-0.21308308401494286,-0.1941613924864214,1.0223982334136963,0.1802954524755478
-0.21146208401187322,-0.1965829862456303,1.1114771366119385,0.1805160641670227
-0.2092182090098504,-0.2003086298063863,1.1748453378677368,0.18047501146793365
-0.2053636250027921,-0.20776776756974868,1.1710063219070435,0.1804993599653244
-0.20366091701434924,-0.21093802532413974,1.1425352096557617,0.17999868094921112
-0.2021705840132199,-0.21391366299940273,1.111171841621399,0.18053287267684937
-0.20070216701133176,-0.2167319999425672,1.1028740406036377,0.18063080310821533
-0.19926916701369918,-0.21933727434952743,1.1210941076278687,0.18068288266658783
-0.19665500001865438,-0.22373128900653683,1.210898995399475,0.18064060807228088
-0.19467304199934005,-0.22668644040822983,1.3167990446090698,0.1803535372018814
