v_cmd,omega,torque,torque_std,q_A
-32.0,-32.06409379564193,-0.03851641818782569,0.009473119732164581,-1.2788762418709136
-29.11818181818182,-29.133317123950842,-0.03307115120427593,0.009273380042753633,-1.100343140473975
-26.236363636363638,-26.269479526703016,-0.026543722280573636,0.010136625193050603,-0.8821716637850849
-23.354545454545455,-23.351193124214106,-0.022890859829525635,0.009305918476368514,-0.760335596789301
-20.472727272727273,-20.492094267786076,-0.0178090771945291,0.010818188483450394,-0.5916239309394568
-17.59090909090909,-17.57778826234567,-0.015520987332281256,0.008319261002797632,-0.5156103046916476
-14.70909090909091,-14.70405377883578,-0.011945631054830631,0.007310442386756371,-0.3967721703580243
-11.827272727272728,-11.817536315575843,-0.009726435915296096,0.006714634749686079,-0.32166912119362445
-8.945454545454545,-8.947760060628255,-0.00713922512798389,0.00543940149019482,-0.23709955060492374
-6.0636363636363635,-6.059312288981702,-0.0053972400601354316,0.0041785015703135,-0.17759498702497734
-3.1818181818181817,-3.186933652350777,-0.003732885893174705,0.004146509832105262,-0.12375286378052183
-0.3,-0.28464079399903613,-0.0031292594911124243,0.003222570087778595,-0.10447580080281804
0.3,0.332875664167934,0.0027371984217538854,0.002439260815019746,0.09044647925408927
3.1818181818181817,3.1844852527332725,0.004273637945142234,0.0032637984777269193,0.13983185104016255
6.0636363636363635,6.069629200791891,0.005195483578852196,0.003742272485009929,0.17324347678464797
8.945454545454545,8.948403480294518,0.007277438093769985,0.004635031853089389,0.24268223930959024
11.827272727272728,11.834384094204818,0.00958896968722422,0.005585106812658315,0.31834086063757067
14.70909090909091,14.720845146851392,0.012315806050619497,0.006625065390149038,0.409393939885151
17.59090909090909,17.598988680062316,0.015564825387347473,0.0073789068298928465,0.5151505783014273
20.472727272727273,20.434164948159076,0.019957369222910085,0.010886296159849635,0.662727588264549
23.354545454545455,23.358219710640284,0.022884036841518855,0.008043057334378887,0.761070618810861
26.236363636363638,26.249563780125015,0.027709005445668615,0.008901234835035856,0.9206497095492443
29.11818181818182,29.137649426901394,0.03252732085827164,0.0080862305219174,1.0791261414074163
32.0,32.00844661429459,0.03835120778449498,0.008098521261991266,1.2726771443691838
