v_cmd,omega,t,torque
5.894117647058823,5.890495956989756,1.4081336670205928,0.007000385317951441
5.894117647058823,5.890495956989756,1.4215739999781363,0.011068824678659439
5.894117647058823,5.890495956989756,1.4347120840102434,0.009022186510264874
5.894117647058823,5.890495956989756,1.4480010420084,0.010361749678850174
5.894117647058823,5.890495956989756,1.461254584020935,0.007482067681849003
5.894117647058823,5.890495956989756,1.4745174589916132,0.0029324700590223074
5.894117647058823,5.890495956989756,1.4874222499784082,0.002140376251190901
5.894117647058823,5.890495956989756,1.5002742920187302,0.0010699238628149033
5.894117647058823,5.890495956989756,1.513320208992809,-0.00039888618630357087
5.894117647058823,5.890495956989756,1.52703462500358,0.00185151188634336
5.894117647058823,5.890495956989756,1.5404589169775136,0.0064806509763002396
5.894117647058823,5.890495956989756,1.5539989590179175,0.006910176482051611
5.894117647058823,5.890495956989756,1.566630500019528,0.009554336778819561
5.894117647058823,5.890495956989756,1.579633167013526,0.011210191063582897
5.894117647058823,5.890495956989756,1.5919653750024736,0.010429814457893372
5.894117647058823,5.890495956989756,1.6052055420004763,0.008247341960668564
5.894117647058823,5.890495956989756,1.6184268340002745,0.011726075783371925
5.894117647058823,5.890495956989756,1.6307971670175903,0.00941185187548399
5.894117647058823,5.890495956989756,1.6431087090168148,0.00313633494079113
5.894117647058823,5.890495956989756,1.6554292499786243,0.002627389272674918
5.894117647058823,5.890495956989756,1.6684135000105016,0.0006623343797400594
5.894117647058823,5.890495956989756,1.682134791975841,0.001316655077971518
5.894117647058823,5.890495956989756,1.6960015000076964,0.0029041420202702284
5.894117647058823,5.890495956989756,1.71001941699069,0.007277593016624451
5.894117647058823,5.890495956989756,1.7224319590022787,0.008619602769613266
5.894117647058823,5.890495956989756,1.7355464170104824,0.008941438980400562
5.894117647058823,5.890495956989756,1.749016167013906,0.01283902209252119
5.894117647058823,5.890495956989756,1.7625799590023234,0.010156427510082722
5.894117647058823,5.890495956989756,1.775616250000894,0.008209267631173134
5.894117647058823,5.890495956989756,1.7889917920110747,0.006032190751284361
5.894117647058823,5.890495956989756,1.8028470000135712,0.002797685330733657
5.894117647058823,5.890495956989756,1.8156032499973662,0.003230387344956398
5.894117647058823,5.890495956989756,1.8303401669836603,0.00013218198728282005
5.894117647058823,5.890495956989756,1.8437781669781543,-0.0014713527634739876
5.894117647058823,5.890495956989756,1.8577951670158654,0.0006271266611292958
5.894117647058823,5.890495956989756,1.8709702920168638,0.0038037358317524195
5.894117647058823,5.890495956989756,1.8836230000015348,0.003772856667637825
5.894117647058823,5.890495956989756,1.8970182500197552,0.002118327422067523
5.894117647058823,5.890495956989756,1.9093133339774795,0.0057870736345648766
5.894117647058823,5.890495956989756,1.9219613749883138,0.008602222427725792
5.894117647058823,5.890495956989756,1.9345409169909544,0.007892109453678131
5.894117647058823,5.890495956989756,1.9478590419748798,0.012168128974735737
5.894117647058823,5.890495956989756,1.9614766669692472,0.008875441737473011
5.894117647058823,5.890495956989756,1.9746646250132471,0.004400069359689951
5.894117647058823,5.890495956989756,1.9880841249832883,0.0033642477355897427
5.894117647058823,5.890495956989756,2.001550709013827,0.0007104752003215253
5.894117647058823,5.890495956989756,2.0148452919675037,-0.0019914289005100727
5.894117647058823,5.890495956989756,2.0312396669760346,0.0034653800539672375
5.894117647058823,5.890495956989756,2.0440482500125654,0.00458282558247447
5.894117647058823,5.890495956989756,2.058373167004902,0.002842388115823269
5.894117647058823,5.890495956989756,2.0718799169990234,0.002508057514205575
5.894117647058823,5.890495956989756,2.0847197090042755,0.007739245891571045
5.894117647058823,5.890495956989756,2.0972624589921907,0.011201061308383942
5.894117647058823,5.890495956989756,2.1101037500193343,0.01190180517733097
5.894117647058823,5.890495956989756,2.122394667007029,0.009448465891182423
5.894117647058823,5.890495956989756,2.1354259999934584,0.004918376449495554
5.894117647058823,5.890495956989756,2.148181833967101,0.0015743135008960962
5.894117647058823,5.890495956989756,2.1604992920183577,0.00616816058754921
5.894117647058823,5.890495956989756,2.1728781249839813,0.002266400260850787
5.894117647058823,5.890495956989756,2.185605584003497,-2.2495807300293436e-11
5.894117647058823,5.890495956989756,2.198698249994777,0.0013935657916590571
5.894117647058823,5.890495956989756,2.2142006250214763,0.0050399829633533955
5.894117647058823,5.890495956989756,2.2278281250037253,0.0021390498150140047
5.894117647058823,5.890495956989756,2.2410671670222655,0.002802629955112934
5.894117647058823,5.890495956989756,2.2541046669939533,0.00626439368352294
5.894117647058823,5.890495956989756,2.2667674999684095,0.011291753500699997
5.894117647058823,5.890495956989756,2.2802483339910395,0.009587942622601986
5.894117647058823,5.890495956989756,2.294537291978486,0.0073975794948637486
5.894117647058823,5.890495956989756,2.308040583971888,0.006007866468280554
5.894117647058823,5.890495956989756,2.3213841670076363,0.003936695400625467
5.894117647058823,5.890495956989756,2.33555245900061,0.003546700580045581
5.894117647058823,5.890495956989756,2.3481576669728383,0.001372705795802176
5.894117647058823,5.890495956989756,2.3606790420017205,0.0007313049864023924
5.894117647058823,5.890495956989756,2.373797749984078,0.003487776033580303
5.894117647058823,5.890495956989756,2.3863147919764742,0.007082819938659668
5.894117647058823,5.890495956989756,2.399032916990109,0.0042338902130723
5.894117647058823,5.890495956989756,2.413262084010057,0.009327097795903683
5.894117647058823,5.890495956989756,2.426228334021289,0.013983341865241528
5.894117647058823,5.890495956989756,2.4396200419869274,0.009474790655076504
5.894117647058823,5.890495956989756,2.4513380419812165,0.007665454410016537
5.894117647058823,5.890495956989756,2.4642411249806173,0.007468951400369406
5.894117647058823,5.890495956989756,2.47680266702082,0.008266759105026722
5.894117647058823,5.890495956989756,2.489369874994736,0.005050868261605501
5.894117647058823,5.890495956989756,2.5030243339715526,0.00388858444057405
5.894117647058823,5.890495956989756,2.516001750016585,0.0013994929613545537
