v_cmd,omega_mean,t,torque,omega
-30.13529411764706,-30.150355269468903,0.23351516702678055,-0.01888548582792282,-30.67150115966797
-30.13529411764706,-30.150355269468903,0.2463328749872744,-0.045348163694143295,-29.84062385559082
-30.13529411764706,-30.150355269468903,0.2594425420393236,-0.03143532946705818,-30.26862335205078
-30.13529411764706,-30.150355269468903,0.27304237498901784,-0.04017483815550804,-30.013412475585938
-30.13529411764706,-30.150355269468903,0.28725570801179856,-0.04427911713719368,-29.904216766357422
-30.13529411764706,-30.150355269468903,0.3020869580213912,-0.02327052131295204,-30.394014358520508
-30.13529411764706,-30.150355269468903,0.3146990830427967,-0.0472014918923378,-29.850053787231445
-30.13529411764706,-30.150355269468903,0.3270371250109747,-0.027097802609205246,-30.32884979248047
-30.13529411764706,-30.150355269468903,0.33973508299095556,-0.040309544652700424,-30.0258731842041
-30.13529411764706,-30.150355269468903,0.3515895830350928,-0.0428633838891983,-29.88340187072754
-30.13529411764706,-30.150355269468903,0.36467033298686147,-0.020093688741326332,-30.67282485961914
-30.13529411764706,-30.150355269468903,0.37768458301434293,-0.04295112192630768,-29.85276985168457
-30.13529411764706,-30.150355269468903,0.390656833013054,-0.036996908485889435,-30.15641212463379
-30.13529411764706,-30.150355269468903,0.40380916703725234,-0.037274643778800964,-30.0531063079834
-30.13529411764706,-30.150355269468903,0.41761537501588464,-0.04216202720999718,-29.91051483154297
-30.13529411764706,-30.150355269468903,0.4304990830132738,-0.020394550636410713,-30.691387176513672
-30.13529411764706,-30.150355269468903,0.44381129200337455,-0.0417652428150177,-29.9106502532959
-30.13529411764706,-30.150355269468903,0.4565176669857465,-0.03324111923575401,-30.24947738647461
-30.13529411764706,-30.150355269468903,0.46929825004190207,-0.030892886221408844,-30.195030212402344
-30.13529411764706,-30.150355269468903,0.48238429200137034,-0.04332396388053894,-29.95391845703125
-30.13529411764706,-30.150355269468903,0.49618212500354275,-0.01783565990626812,-30.697633743286133
-30.13529411764706,-30.150355269468903,0.5092868750216439,-0.039449289441108704,-29.989259719848633
-30.13529411764706,-30.150355269468903,0.5216470420127735,-0.03722266107797623,-30.147607803344727
-30.13529411764706,-30.150355269468903,0.5340454170363955,-0.026032233610749245,-30.3519344329834
-30.13529411764706,-30.150355269468903,0.5466253749909811,-0.047154221683740616,-29.870513916015625
-30.13529411764706,-30.150355269468903,0.5591893750242889,-0.022395214065909386,-30.471027374267578
-30.13529411764706,-30.150355269468903,0.572897957987152,-0.036513883620500565,-30.074193954467773
-30.13529411764706,-30.150355269468903,0.5866450830362737,-0.03845350071787834,-30.082822799682617
-30.13529411764706,-30.150355269468903,0.6000985000282526,-0.028819939121603966,-30.24654197692871
-30.13529411764706,-30.150355269468903,0.6136939580319449,-0.048420630395412445,-29.85562515258789
-30.13529411764706,-30.150355269468903,0.6264052920159884,-0.02345108985900879,-30.495412826538086
-30.13529411764706,-30.150355269468903,0.6401007500244305,-0.0368557870388031,-29.992919921875
-30.13529411764706,-30.150355269468903,0.6561968750320375,-0.023978479206562042,-30.445735931396484
-30.13529411764706,-30.150355269468903,0.6708799169864506,-0.03439951315522194,-30.19733428955078
-30.13529411764706,-30.150355269468903,0.6838086250354536,-0.03914599120616913,-29.9927921295166
-30.13529411764706,-30.150355269468903,0.6960682920180261,-0.015160195529460907,-30.730926513671875
-30.13529411764706,-30.150355269468903,0.7083560830214992,-0.0415203683078289,-29.879840850830078
-30.13529411764706,-30.150355269468903,0.7208249579998665,-0.03307197242975235,-30.23318862915039
-30.13529411764706,-30.150355269468903,0.7331809580209665,-0.025196362286806107,-30.361087799072266
-30.13529411764706,-30.150355269468903,0.7451582500361837,-0.044631414115428925,-29.92524528503418
-30.13529411764706,-30.150355269468903,0.7576835000072606,-0.025213615968823433,-30.405506134033203
-30.13529411764706,-30.150355269468903,0.7696972920093685,-0.03762124851346016,-30.093555450439453
-30.13529411764706,-30.150355269468903,0.7820178330293857,-0.040274493396282196,-29.98370933532715
-30.13529411764706,-30.150355269468903,0.7942965420079418,-0.016710326075553894,-30.771528244018555
-30.13529411764706,-30.150355269468903,0.8067385000176728,-0.03925728425383568,-29.96169090270996
-30.13529411764706,-30.150355269468903,0.8192403750144877,-0.03266528621315956,-30.19232749938965
-30.13529411764706,-30.150355269468903,0.8323962080175988,-0.03143176808953285,-30.22223472595215
-30.13529411764706,-30.150355269468903,0.8456519999890588,-0.04055674746632576,-30.003803253173828
-30.13529411764706,-30.150355269468903,0.8584441670100205,-0.014678578823804855,-30.765464782714844
-30.13529411764706,-30.150355269468903,0.8734718750347383,-0.04145153984427452,-29.9211483001709
-30.13529411764706,-30.150355269468903,0.8874257919960655,-0.029594138264656067,-30.334733963012695
-30.13529411764706,-30.150355269468903,0.9006273330305703,-0.03511075675487518,-30.093786239624023
-30.13529411764706,-30.150355269468903,0.913199708040338,-0.04246287792921066,-29.893409729003906
-30.13529411764706,-30.150355269468903,0.9264212920097634,-0.016289127990603447,-30.726900100708008
-30.13529411764706,-30.150355269468903,0.9392588330083527,-0.039794161915779114,-29.920671463012695
-30.13529411764706,-30.150355269468903,0.95166825002525,-0.036218300461769104,-30.139423370361328
-30.13529411764706,-30.150355269468903,0.9636627500294708,-0.028123892843723297,-30.281978607177734
-30.13529411764706,-30.150355269468903,0.9752803330193274,-0.04882719740271568,-29.808191299438477
-30.13529411764706,-30.150355269468903,0.9876309169922024,-0.026161693036556244,-30.36508560180664
-30.13529411764706,-30.150355269468903,0.9997506249928847,-0.03363892063498497,-30.14598846435547
