accel,ratio,slip,wm,peak_tau
1.0,4.1343014759112116,0.0,2.6930105010545544,0.025139108300209045
2.0,4.152025169220151,0.004286986184294461,2.6044515960927654,0.03678907826542854
3.0,4.162619732176399,0.0068495866666196115,2.6644660623898675,0.04727483168244362
4.0,4.191579632054666,0.01385437333904882,2.6466167706544077,0.057841163128614426
5.0,4.1847376815642106,0.012199450365888653,2.614719093493793,0.06865987926721573
6.0,4.2106016166972395,0.01845538871090935,2.62804572351344,0.07902692258358002
8.0,4.249408323814204,0.02784190958827515,2.8428674089472468,0.09481611847877502
10.0,4.231527583445588,0.023516937045077846,2.7579186445474626,0.11474193632602692
