f_hz,mag,mag_db,phase_deg,re,im,n,drift
2.0,5.569211005803255,14.91587345429359,162.5635560265758,-5.313305344718835,1.6688012287095062,2137,-0.29550723021001446
2.0842619657797123,4.972705627986427,13.931855016435863,164.89706012751134,-4.800944710729424,1.2956585766038238,2083,0.0009901564213032404
2.172073970997956,4.816412222839579,13.65447299706829,163.00225882357188,-4.606013427864682,1.4080010662811067,2061,0.002978111590238149
2.263585582305573,4.4625112094543855,12.99158640065965,161.6037694859802,-4.234462500062352,1.4083087836379282,1848,-0.0021758119144695085
2.3589526677434147,4.2441375751941095,12.555789065280027,161.80458194524547,-4.031918074029759,1.3252699353289095,1808,0.005983589136122758
2.4583376622260937,4.088164649485662,12.230567570924046,166.8554878879005,-3.981053067079098,0.9296809551692083,1783,0.006089512958107223
2.5619098442108306,3.749575328055071,11.479641657881265,163.81744602637522,-3.6010118716386503,1.0450017421405566,1646,0.001202665682783011
2.6698456240226314,2.8397450968162334,9.065587167035945,162.99057382368514,-2.715525112315001,0.8307078784256479,1676,0.006589907774558951
2.7823288443268868,3.0217017413653138,9.605031897136376,171.1956381278121,-2.9860962196870484,0.46250489785610605,1520,0.002309488507872403
2.8995510932611768,2.777784536710878,8.873971119273454,162.4369159702658,-2.6482989117344222,0.8382122681614382,1490,-0.0011092044526381081
3.0217120307596277,2.340800225102259,7.38728701090038,165.14218884623148,-2.2625359277513035,0.6002306802166423,1436,-0.006179268738065391
3.1490197286256345,1.7611275531886401,4.915816235073612,142.3983082785331,-1.395291393322633,1.0745846575863587,1336,0.008658237559535945
3.281691024932181,1.3154297040769405,2.381352891122364,157.65321855044354,-1.2166403910006853,0.5001414453468608,1265,-0.016782756111299268
3.419951893353394,1.54638542870962,3.7863549753398202,140.56631081350443,-1.1943665999845552,0.9822404588321376,1260,0.0050171701550785945
3.564037828056398,1.5410788147206733,3.7564970043877506,146.90601430490608,-1.2910789005799161,0.8414506436257748,1187,5.9079384844272005e-05
3.714194244809042,1.0293779997039252,0.25149764180958706,103.64031981558553,-0.24275413417907454,1.0003446889014915,1180,-0.004575680730658788
3.870676898986695,0.9244522402295691,-0.6823104156891433,152.74675184699674,-0.8218298904313641,0.42332915758194706,1054,-0.03266518778037319
4.033752321190065,2.1304081710979665,6.56925638307463,128.79311859620648,-1.3347224619219225,1.6604682848889543,1028,-0.001504912120589444
4.203698271216042,1.2942887247055919,2.2406233560117075,144.87074285353904,-1.0585417912187522,0.7447634383771957,1081,0.0057914156800125275
4.380804211154764,0.9375919318050655,-0.5597227702828136,137.92790737146277,-0.6959766486976786,0.6282476701536606,961,-0.010141317158337724
4.565371798418736,1.8141562298539413,5.17349369022441,172.52475057984708,-1.7987379944489605,0.236017909582297,968,-0.013134655168995531
4.757715399543748,3.2835365930527733,10.326837212060143,-22.066527723306162,3.0430118357707303,-1.233568613931087,931,-0.01516954786285874
4.958162625636733,2.7184576605060835,8.686451466623877,-109.17864663373291,-0.8930532145587133,-2.567580185297152,929,-0.0003227664790450066
5.167054890382558,3.5654674947212555,11.042329629433837,-47.938995911226684,2.388583224349493,-2.6471170424199317,797,-0.0009319518102486331
5.384747991560213,3.963971099960573,11.962609590465547,76.2513706108056,0.9420879004488344,3.8503944303344486,803,0.008215036955231932
5.611612717058827,3.848812819500497,11.706535808616898,42.26736658118339,2.848176510613518,2.5886774005157087,852,0.022351806239180313
5.848035476425731,2.953574688503307,9.406959151038485,56.289611480402606,1.6392199614781604,2.4569414641905785,735,0.04197216085075403
6.094418959022297,2.934722943055603,9.351342145869296,47.063417611795366,1.9990993623497049,2.1485344986641346,716,-0.038310796860260156
6.351182819908482,3.314764464932309,10.409053489118463,32.077876311469744,2.8086895882248757,1.7603767366604102,738,0.022449353884055404
6.618764394624394,2.4975694534297306,7.9503514820795695,17.276342402095555,2.384887873876522,0.7417297376686517,740,-0.06452252023156084
6.897619444086308,3.1821297935331176,10.054357795750006,28.01692388265541,2.809212448649532,1.4947492904308821,753,0.025765314740830665
7.188222930865846,3.666310825014566,11.28458562205141,26.66882053675845,3.2762731650050916,1.6455604558588879,773,-0.03313661563365582
7.491069828174627,3.74173194098758,11.46145342533284,41.00180514474239,2.823843600941558,2.454885992389076,729,0.006724945862247507
7.806675962932174,4.313900082933231,12.697401638078444,37.3865306133772,3.4276411630920434,2.619352970221532,657,-0.006543095023299231
8.13557889435312,4.363515543860138,12.796730547274755,31.933963205947933,3.7031336669997477,2.308044398585529,725,-0.018676634753654088
8.478338829550188,4.155125211461186,12.371682308863857,36.81061476829605,3.326677927845922,2.489634408362628,707,0.023367534618375096
8.835539577712373,5.026261710794065,14.024901959681937,30.068380711610008,4.349867885616965,2.518324078245823,718,-0.048561541578635355
9.207789544483619,5.56020442081198,14.901815174082277,33.57994225464233,4.632289247293282,3.075348684397937,699,0.026698234426661752
9.595722768235655,6.244195011175764,15.909529159284299,37.97559572630577,4.922129796069612,3.842214154395355,695,-0.06555222645974079
10.0,5.724221564839148,15.154328709039,40.42134929669513,4.357831303021838,3.7116059674718347,731,0.04321291028603198
