v_cmd,t,omega_m,enc1_pos,q_A
28.555555555555557,1.8755429169978015,28.63954734802246,0.01261680293828249,1.5278394222259521
28.555555555555557,1.8883968750014901,28.644041061401367,0.11249379813671112,1.5898449420928955
28.555555555555557,1.9012835830217227,28.401208877563477,0.20958146452903748,1.7161991596221924
28.555555555555557,1.9139526250073686,28.69232749938965,0.31423047184944153,1.5558112859725952
28.555555555555557,1.928120958036743,28.450719833374023,0.4179129898548126,1.6416029930114746
28.555555555555557,1.9410042079980485,28.588987350463867,0.5235583186149597,1.6001895666122437
28.555555555555557,1.9564291249844246,28.6746826171875,0.6328935623168945,1.517683744430542
28.555555555555557,1.9695385830127634,28.421051025390625,0.7354258894920349,1.663395643234253
28.555555555555557,1.983048417023383,28.709943771362305,0.8415846228599548,1.5141489505767822
28.555555555555557,1.9945921250036918,28.63208770751953,0.9372642040252686,1.5780608654022217
28.555555555555557,2.007644542027265,28.34230613708496,0.041462935507297516,1.822088599205017
28.555555555555557,2.020522542006802,28.575584411621094,0.13292714953422546,1.5124138593673706
28.555555555555557,2.033703458029777,28.261981964111328,0.26393595337867737,1.733444094657898
28.555555555555557,2.0498944999999367,28.59400749206543,0.3660441040992737,1.5116510391235352
28.555555555555557,2.062360792013351,28.705137252807617,0.4629279673099518,1.5067639350891113
28.555555555555557,2.0751337080146186,28.366044998168945,0.5668544769287109,1.7397704124450684
28.555555555555557,2.0883965420071036,28.624027252197266,0.6635424494743347,1.5643024444580078
28.555555555555557,2.101337958010845,28.544334411621094,0.7676520943641663,1.556746482849121
28.555555555555557,2.1146544580115005,28.531532287597656,0.8730653524398804,1.6469085216522217
28.555555555555557,2.1274067920167,28.678955078125,0.9735708236694336,1.4852603673934937
28.555555555555557,2.140223291993607,28.31725311279297,0.07920065522193909,1.729346513748169
28.555555555555557,2.153594375005923,28.598731994628906,0.17055298388004303,1.4890226125717163
28.555555555555557,2.1661504170042463,28.69993782043457,0.272527813911438,1.5308551788330078
28.555555555555557,2.1784757919958793,28.319534301757812,0.3682886064052582,1.693577766418457
28.555555555555557,2.1908335420303047,28.60410499572754,0.4642801582813263,1.5948423147201538
28.555555555555557,2.203121667029336,28.664026260375977,0.5610026121139526,1.4731926918029785
28.555555555555557,2.215446125017479,28.36522674560547,0.6499496102333069,1.7105748653411865
28.555555555555557,2.227807416988071,28.66144371032715,0.7488794326782227,1.5553350448608398
28.555555555555557,2.2402618330088444,28.61741828918457,0.8510743975639343,1.5616759061813354
28.555555555555557,2.2539442499983124,28.419784545898438,0.960708498954773,1.6759675741195679
28.555555555555557,2.2674685000092722,28.65557861328125,0.07469063252210617,1.5654023885726929
28.555555555555557,2.2819229580345564,28.28730010986328,0.1771857589483261,1.809356451034546
28.555555555555557,2.2973222919972613,28.67383575439453,0.3002747595310211,1.539860725402832
28.555555555555557,2.313179458025843,28.425273895263672,0.4242975413799286,1.7492588758468628
28.555555555555557,2.3264317080029286,28.459514617919922,0.525701642036438,1.7854341268539429
28.555555555555557,2.339563250017818,28.678678512573242,0.6200849413871765,1.5549726486206055
28.555555555555557,2.3526785830035806,28.401561737060547,0.7241316437721252,1.7835540771484375
28.555555555555557,2.3655507920193486,28.75166893005371,0.8274084329605103,1.479480504989624
28.555555555555557,2.3787654580082744,28.712196350097656,0.9329692721366882,1.44919753074646
28.555555555555557,2.3910860830219463,28.386829376220703,0.02800610102713108,1.7405484914779663
28.555555555555557,2.4035855419933796,28.6180362701416,0.12152718007564545,1.5090994834899902
28.555555555555557,2.4168426250107586,28.47787094116211,0.23515358567237854,1.6497987508773804
28.555555555555557,2.430519125016872,28.54018211364746,0.3368360996246338,1.6919403076171875
28.555555555555557,2.443734417029191,28.732376098632812,0.44234371185302734,1.4416502714157104
28.555555555555557,2.457558916998096,28.318613052368164,0.5483735799789429,1.836878776550293
28.555555555555557,2.4713791250251234,28.614757537841797,0.6507242321968079,1.647220492362976
28.555555555555557,2.4850112500134856,28.584959030151367,0.7645249962806702,1.6447772979736328
28.555555555555557,2.498779374989681,28.45752716064453,0.8734787702560425,1.6832845211029053
28.555555555555557,2.5131657919846475,28.650243759155273,0.9865393042564392,1.5981812477111816
28.555555555555557,2.5283261250006035,28.247201919555664,0.10409631580114365,1.8769645690917969
28.555555555555557,2.542196625028737,28.588407516479492,0.20709718763828278,1.6246083974838257
28.555555555555557,2.5554776249919087,28.60266876220703,0.311158150434494,1.5579545497894287
28.555555555555557,2.5683704580296762,28.377429962158203,0.41351568698883057,1.7226946353912354
28.555555555555557,2.581066375016235,28.633333206176758,0.506132185459137,1.629307746887207
28.555555555555557,2.5944677920197137,28.46327018737793,0.6077587604522705,1.7560293674468994
28.555555555555557,2.6076645830180496,28.60074234008789,0.7121738195419312,1.6535676717758179
28.555555555555557,2.621521125023719,28.7037353515625,0.8215988278388977,1.4972079992294312
28.555555555555557,2.634427707991563,28.342365264892578,0.9267821311950684,1.7566730976104736
28.555555555555557,2.6474902080371976,28.588468551635742,0.02690344676375389,1.6840813159942627
28.555555555555557,2.6602885000174865,28.584733963012695,0.12415488809347153,1.5578159093856812
28.555555555555557,2.673824208031874,28.402645111083984,0.2334022969007492,1.7432754039764404
28.555555555555557,2.6875782500137575,28.705020904541016,0.34165534377098083,1.6056616306304932
28.555555555555557,2.70123704202706,28.429561614990234,0.4475488066673279,1.64360511302948
28.555555555555557,2.7151503750355914,28.63660430908203,0.5593855977058411,1.65175461769104
28.555555555555557,2.7293143330025487,28.66605567932129,0.6607038974761963,1.5354125499725342
28.555555555555557,2.7449410000117496,28.476463317871094,0.7848989367485046,1.6707651615142822
28.555555555555557,2.758391582989134,28.738075256347656,0.8896217346191406,1.5501370429992676
28.555555555555557,2.771468958002515,28.417205810546875,0.9957213401794434,1.6739223003387451
28.555555555555557,2.7839580830186605,28.592466354370117,0.09069957584142685,1.593267798423767
28.555555555555557,2.7960921250050887,28.675119400024414,0.17982931435108185,1.5788558721542358
28.555555555555557,2.8088821250130422,28.347192764282227,0.28276294469833374,1.758826494216919
28.555555555555557,2.821464875014499,28.676088333129883,0.3839353621006012,1.4894427061080933
28.555555555555557,2.8344294580165297,28.707992553710938,0.48438867926597595,1.476983904838562
28.555555555555557,2.8475530419964343,28.40953254699707,0.5895565152168274,1.7132195234298706
28.555555555555557,2.8608279580366798,28.713794708251953,0.6863895058631897,1.4881467819213867
28.555555555555557,2.8742935420013964,28.504154205322266,0.7935261130332947,1.638727068901062
28.555555555555557,2.8897503330372274,28.73186492919922,0.9173665046691895,1.5211280584335327
28.555555555555557,2.9036887920228764,28.624120712280273,0.03328551724553108,1.5399081707000732
28.555555555555557,2.917421333026141,28.377639770507812,0.1257016956806183,1.7312426567077637
28.555555555555557,2.9310183330089785,28.70180320739746,0.2412240356206894,1.5709240436553955
28.555555555555557,2.9451584169873968,28.44828224182129,0.3499474823474884,1.6621389389038086
28.555555555555557,2.9583057920099236,28.621225357055664,0.4598259925842285,1.6574820280075073
28.555555555555557,2.9737435420393012,28.672706604003906,0.5697230696678162,1.4673240184783936
28.555555555555557,2.9865413330262527,28.398942947387695,0.6653285622596741,1.7077754735946655
28.555555555555557,2.9995427079848014,28.680980682373047,0.7685071229934692,1.4946751594543457
32.0,2.4589826352894306e-06,31.66693878173828,0.5333116054534912,2.0244832038879395
32.0,0.013925416977144778,32.122703552246094,0.6465293169021606,1.8069119453430176
32.0,0.02708637499017641,32.020511627197266,0.7637469172477722,1.8676398992538452
32.0,0.04007324995473027,32.21503448486328,0.8791170716285706,1.7586344480514526
32.0,0.052862458978779614,32.162147521972656,0.9936079382896423,1.6421879529953003
32.0,0.06604670896194875,31.747812271118164,0.10776931047439575,1.9969768524169922
32.0,0.07866620895219967,32.00701141357422,0.21293982863426208,1.834629774093628
32.0,0.09040099999401718,31.919082641601562,0.3158858120441437,1.8676338195800781
32.0,0.102203041955363,32.016109466552734,0.4187488853931427,1.8345646858215332
32.0,0.11471349996281788,31.956979751586914,0.5310774445533752,1.8892767429351807
32.0,0.1274847500026226,31.616363525390625,0.6321401000022888,2.1777446269989014
32.0,0.1400185419479385,32.119808197021484,0.7432546615600586,1.7979052066802979
32.0,0.15238637500442564,32.063743591308594,0.8544803857803345,1.780272364616394
32.0,0.16485533397644758,32.02670669555664,0.9671808481216431,1.8273515701293945
32.0,0.1772702089510858,31.997541427612305,0.07686655968427658,1.8434362411499023
32.0,0.18987062497762963,31.655359268188477,0.18087784945964813,2.046808958053589
32.0,0.20235433400375769,32.072959899902344,0.2942706048488617,1.8329527378082275
32.0,0.2150116249686107,32.097618103027344,0.4019329249858856,1.799807071685791
