t,pos,vel,torque
-0.2999783330131322,0.0,-0.007455705665051937,0.0
-0.295196208008565,0.0,-0.00954925175756216,0.0
-0.2936617499915883,0.0,-0.007182277273386717,0.0
-0.2923580419854261,0.0,-0.0021126719657331705,0.0
-0.29100766697665675,0.0,-0.005936557427048683,0.0
-0.2897225829772651,6.103515625e-05,0.010421055369079113,0.0
-0.2873608329799026,0.0,-0.014329108409583569,-0.037498801946640015
-0.2858866250142455,-0.000732421875,-0.1643829047679901,-0.04105932638049126
-0.28453895800048484,-0.00286865234375,-0.543551504611969,0.0012576193548738956
-0.28253812501206993,-0.004638671875,-0.6010036468505859,0.052770841866731644
-0.28019458301132544,-0.0025634765625,0.07722882181406021,0.04304313287138939
-0.2784904579864815,0.0035400390625,1.2436022758483887,-0.018928853794932365
-0.2765103330137208,0.00787353515625,1.587812900543213,-0.02428225614130497
-0.2745215000002645,0.0068359375,0.705149233341217,-0.01127025205641985
-0.2725872080307454,0.0006103515625,-0.8140296936035156,0.010182961821556091
-0.27031687502749263,-0.00299072265625,-1.3714864253997803,0.020036226138472557
-0.26896500000730156,-0.0054931640625,-1.4883173704147339,0.024755768477916718
-0.26757304202765225,-0.00579833984375,-1.0826245546340942,0.018876539543271065
-0.2661865829839371,-0.00408935546875,-0.40021950006484985,0.007740418426692486
-0.26471183298854156,-0.000518798828125,0.49638035893440247,-0.00417351396754384
-0.26332291699945926,0.0025634765625,1.0051487684249878,-0.013287793844938278
-0.26206745802192016,0.0050048828125,1.1263848543167114,-0.017152713611721992
-0.26027483302168547,0.0050048828125,0.7918510437011719,-0.010902837850153446
-0.25897220802726223,0.003509521484375,0.24029257893562317,-0.0034988089464604855
-0.25769370801281183,0.0013427734375,-0.2949155569076538,0.002458868082612753
-0.25649675000458955,-0.00115966796875,-0.7515196800231934,0.010782446712255478
-0.2552213749848306,-0.0030517578125,-0.9415497779846191,0.01363053172826767
-0.25395058300346135,-0.003875732421875,-0.8569163084030151,0.013663679361343384
-0.2527117080288008,-0.00341796875,-0.5272470712661743,0.009933183901011944
-0.2515949580236338,-0.002197265625,-0.11592447012662888,0.0023792735300958157
-0.2503321250085719,-0.0003662109375,0.3102611303329468,-0.0024154516868293285
-0.24920462497975676,0.00152587890625,0.6335905194282532,-0.006655261851847172
-0.24785495800897478,0.0030517578125,0.767388641834259,-0.010157356038689613
-0.24660504203056915,0.0035400390625,0.6514967083930969,-0.00979644525796175
-0.2453032499877736,0.00299072265625,0.35838305950164795,-0.005244661122560501
-0.2440448330133222,0.00152587890625,-0.07787950336933136,5.934764885751065e-06
-0.2426595420227386,-0.000244140625,-0.42283710837364197,0.005277286749333143
-0.24127279199892654,-0.001678466796875,-0.6214199066162109,0.008041598834097385
-0.24006020802771671,-0.00250244140625,-0.6071344017982483,0.009662334807217121
-0.23872558302246033,-0.00238037109375,-0.418560266494751,0.007419812958687544
-0.23740683299256488,-0.00152587890625,-0.11135581880807877,0.0010637453524395823
-0.23614504201104863,-0.00030517578125,0.1976625770330429,-0.0010183613048866391
-0.2349156250245869,0.001068115234375,0.43176838755607605,-0.004541348200291395
-0.23377041700296103,0.001953125,0.5247006416320801,-0.007355549372732639
-0.23258662498556076,0.00244140625,0.4828145205974579,-0.006309843622148037
-0.23128675001207738,0.00225830078125,0.29501664638519287,-0.004554803017526865
-0.23004491698229684,0.00146484375,0.04696100577712059,-0.0014008089201524854
-0.22878125002607702,0.00030517578125,-0.21652792394161224,0.0016974646132439375
-0.2275841669877991,-0.0008544921875,-0.4070304334163666,0.004583079367876053
-0.22623716697562485,-0.001556396484375,-0.43711239099502563,0.006545597687363625
-0.22498116701608523,-0.001739501953125,-0.35116878151893616,0.004624304827302694
-0.22367733299033715,-0.0013427734375,-0.16902519762516022,0.0027931162621825933
-0.2224702920182608,-0.00054931640625,0.052586644887924194,0.001736634410917759
-0.22128987499745562,0.000396728515625,0.2417505383491516,-0.0028273898642510176
-0.2200684999814257,0.00128173828125,0.3668542206287384,-0.003506861161440611
-0.21885233297944068,0.001800537109375,0.3798276484012604,-0.004204226192086935
-0.21766570799518375,0.0018310546875,0.29132023453712463,-0.0038532991893589497
-0.21636799997650086,0.00140380859375,0.11835990846157074,-0.0017456283094361424
-0.21517283301800488,0.000732421875,-0.06358782202005386,0.0006894536199979484
-0.2138873330084607,-0.0001220703125,-0.23027467727661133,0.0017393718007951975
-0.21245041700312867,-0.000885009765625,-0.3228875398635864,0.003467056667432189
