v_cmd,omega_mean,t,torque,omega
-30.13529411764706,-30.13258810505468,0.3673974580015056,-0.06052394211292267,-30.04332160949707
-30.13529411764706,-30.13258810505468,0.3799777080421336,-0.06155194342136383,-30.02328872680664
-30.13529411764706,-30.13258810505468,0.3930387500440702,-0.06354168057441711,-29.900836944580078
-30.13529411764706,-30.13258810505468,0.40610716701485217,-0.06003369018435478,-30.08132553100586
-30.13529411764706,-30.13258810505468,0.4191513750120066,-0.0634147971868515,-29.911041259765625
-30.13529411764706,-30.13258810505468,0.4343041670508683,-0.055268093943595886,-30.160655975341797
-30.13529411764706,-30.13258810505468,0.44760300003690645,-0.05937124043703079,-30.124433517456055
-30.13529411764706,-30.13258810505468,0.4613830830203369,-0.0596952959895134,-30.100290298461914
-30.13529411764706,-30.13258810505468,0.4754353330354206,-0.05605733394622803,-30.229997634887695
-30.13529411764706,-30.13258810505468,0.4890598750207573,-0.06118070334196091,-30.033838272094727
-30.13529411764706,-30.13258810505468,0.5094305000384338,-0.05748812109231949,-30.145475387573242
-30.13529411764706,-30.13258810505468,0.5226066670147702,-0.06262929737567902,-29.916624069213867
-30.13529411764706,-30.13258810505468,0.5350854170392267,-0.05627989023923874,-30.19660758972168
-30.13529411764706,-30.13258810505468,0.5475747919990681,-0.057891927659511566,-30.046342849731445
-30.13529411764706,-30.13258810505468,0.5598184580449015,-0.060856711119413376,-30.018558502197266
-30.13529411764706,-30.13258810505468,0.5718054580502212,-0.05401736497879028,-30.210588455200195
-30.13529411764706,-30.13258810505468,0.5849964170483872,-0.05857159197330475,-30.093753814697266
-30.13529411764706,-30.13258810505468,0.5985436250339262,-0.05702921003103256,-30.15595245361328
-30.13529411764706,-30.13258810505468,0.6120121669955552,-0.05556097254157066,-30.151592254638672
-30.13529411764706,-30.13258810505468,0.6275232920306735,-0.06086030974984169,-30.068065643310547
-30.13529411764706,-30.13258810505468,0.643295833026059,-0.05271180346608162,-30.2078800201416
-30.13529411764706,-30.13258810505468,0.6569605830009095,-0.06207792088389397,-29.954273223876953
-30.13529411764706,-30.13258810505468,0.6712056249962188,-0.05063457041978836,-30.279216766357422
-30.13529411764706,-30.13258810505468,0.6861528330482543,-0.05932692438364029,-30.05199432373047
-30.13529411764706,-30.13258810505468,0.7024065420264378,-0.05066017434000969,-30.33554458618164
-30.13529411764706,-30.13258810505468,0.7149087080033496,-0.056922007352113724,-30.182493209838867
-30.13529411764706,-30.13258810505468,0.7281742500490509,-0.059072695672512054,-30.10956382751465
-30.13529411764706,-30.13258810505468,0.740092292020563,-0.05183415114879608,-30.351892471313477
