accel,ratio,slip,wm,peak_tau
13.0,4.283084801291003,0.0,9.068528870861586,0.16130688786506653
18.2,4.282806263825699,-6.503197536977812e-05,9.99430731150109,0.18456512689590454
25.48,4.333396168507801,0.011746526055620876,9.791100409187255,0.18533727526664734
