# START - collecting
# STOP
# ---- jitter result ----
# ticks   = 2430
# period  = 62500.018 us/tick
# bpm     = 40.000
# sigma_t = 309.010 us
# k,timestamp_us,residual_us
1144,94105808,-284.3
1145,94168804,211.6
1146,94230804,-288.4
1147,94293804,211.6
1148,94355804,-288.4
1149,94418804,211.6
1150,94480804,-288.5
1151,94543804,211.5
1152,94605804,-288.5
1153,94668804,211.5
1154,94730804,-288.5
1155,94793804,211.5
1156,94855804,-288.6
1157,94918804,211.4
1158,94980804,-288.6
1159,95043804,211.4
1160,95105804,-288.6
1161,95168804,211.3
1162,95230804,-288.7
1163,95293804,211.3
1164,95355804,-288.7
1165,95418804,211.3
1166,95480804,-288.7
1167,95543804,211.2
1168,95605804,-288.8
1169,95668804,211.2
1170,95730804,-288.8
1171,95793804,211.2
1172,95855804,-288.8
1173,95918804,211.1
1174,95980804,-288.9
1175,96043804,211.1
1176,96105804,-288.9
1177,96168804,211.1
1178,96230804,-289.0
1179,96293804,211.0
1180,96355804,-289.0
1181,96418804,211.0
1182,96480804,-289.0
1183,96543804,211.0
1184,96605804,-289.1
1185,96668804,210.9
1186,96730804,-289.1
1187,96793804,210.9
1188,96855804,-289.1
1189,96918804,210.8
1190,96980804,-289.2
1191,97043804,210.8
1192,97105804,-289.2
1193,97168804,210.8
1194,97230804,-289.2
1195,97293804,210.7
1196,97355804,-289.3
1197,97418804,210.7
1198,97480804,-289.3
1199,97543804,210.7
1200,97605804,-289.3
1201,97668804,210.6
1202,97730804,-289.4
1203,97793804,210.6
1204,97855804,-289.4
1205,97918804,210.6
1206,97980804,-289.5
1207,98043804,210.5
1208,98105804,-289.5
1209,98168804,210.5
1210,98230804,-289.5
1211,98293804,210.5
1212,98355804,-289.6
1213,98418804,210.4
1214,98480804,-289.6
1215,98543804,210.4
1216,98605804,-289.6
1217,98668804,210.3
1218,98730804,-289.7
1219,98793804,210.3
1220,98855804,-289.7
1221,98918804,210.3
1222,98980804,-289.7
1223,99043804,210.2
1224,99106804,710.2
1225,99168804,210.2
1226,99230804,-289.8
1227,99293804,210.2
1228,99355804,-289.8
1229,99418804,210.1
1230,99480804,-289.9
1231,99543804,210.1
1232,99605804,-289.9
1233,99668804,210.1
1234,99730804,-290.0
1235,99793804,210.0
1236,99855804,-290.0
1237,99918804,210.0
1238,99980804,-290.0
1239,100043804,210.0
1240,100106804,709.9
1241,100168804,209.9
1242,100230804,-290.1
1243,100293804,209.9
1244,100355804,-290.1
1245,100418804,209.9
1246,100480804,-290.2
1247,100543804,209.8
1248,100605804,-290.2
1249,100668804,209.8
1250,100730804,-290.2
1251,100793804,209.7
1252,100855804,-290.3
1253,100918804,209.7
1254,100980804,-290.3
1255,101043804,209.7
1256,101105804,-290.3
