# START - collecting
# STOP
# ---- jitter result ----
# ticks   = 6169
# period  = 20833.341 us/tick
# bpm     = 120.000
# sigma_t = 361.202 us
# k,timestamp_us,residual_us
0,11467878,2449.2
1,11487805,1542.8
2,11508805,1709.5
3,11529805,1876.2
4,11550805,2042.8
5,11571805,2209.5
6,11591805,1376.1
7,11612805,1542.8
8,11633805,1709.5
9,11654805,1876.1
10,11675805,2042.8
11,11696805,2209.4
12,11716805,1376.1
13,11737805,1542.8
14,11758805,1709.4
15,11779805,1876.1
16,11800805,2042.7
17,11821805,2209.4
18,11841805,1376.1
19,11862805,1542.7
20,11883805,1709.4
21,11904805,1876.0
22,11925805,2042.7
23,11946805,2209.3
24,11967805,2376.0
25,11987805,1542.7
26,12008805,1709.3
27,12029805,1876.0
28,12050805,2042.6
29,12071805,2209.3
30,12091805,1376.0
31,12112805,1542.6
32,12133805,1709.3
33,12154805,1875.9
34,12175805,2042.6
35,12196805,2209.3
36,12217805,2375.9
37,12237805,1542.6
38,12258805,1709.2
39,12279805,1875.9
40,12300805,2042.6
41,12321805,2209.2
42,12341805,1375.9
43,12362805,1542.5
44,12383805,1709.2
45,12404805,1875.8
46,12425805,2042.5
47,12446805,2209.2
48,12467805,2375.8
49,12487805,1542.5
50,12508805,1709.1
51,12529805,1875.8
52,12550805,2042.5
53,12571805,2209.1
54,12592805,2375.8
55,12612805,1542.4
56,12633805,1709.1
57,12654805,1875.8
58,12675805,2042.4
59,12696805,2209.1
60,12716805,1375.7
61,12737805,1542.4
62,12758805,1709.1
63,12779805,1875.7
64,12800805,2042.4
65,12821805,2209.0
66,12841805,1375.7
67,12862805,1542.4
68,12883805,1709.0
69,12904805,1875.7
70,12925805,2042.3
71,12946805,2209.0
72,12966805,1375.6
73,12987805,1542.3
74,13008805,1709.0
75,13029805,1875.6
76,13049805,1042.3
77,13070805,1208.9
78,13091805,1375.6
79,13111805,542.3
80,13131805,-291.1
81,13152805,-124.4
82,13173805,42.2
83,13194805,208.9
84,13214808,-621.4
85,13235805,-457.8
86,13256805,-291.1
87,13277805,-124.5
88,13298805,42.2
89,13319805,208.9
90,13340805,375.5
91,13360805,-457.8
92,13381805,-291.2
93,13402805,-124.5
94,13423805,42.1
95,13444805,208.8
96,13464805,-624.5
97,13485805,-457.9
98,13506805,-291.2
99,13527805,-124.6
100,13548805,42.1
101,13569805,208.8
102,13589812,-617.6
103,13610805,-457.9
104,13631805,-291.3
105,13652805,-124.6
106,13673805,42.1
107,13694805,208.7
108,13715805,375.4
109,13735805,-458.0
110,13756805,-291.3
111,13777805,-124.6
112,13798805,42.0
113,13819805,208.7
114,13840805,375.3
115,13860805,-458.0
116,13881805,-291.4
117,13902805,-124.7
118,13923805,42.0
119,13944805,208.6
120,13965805,375.3
121,13985805,-458.1
122,14006805,-291.4
123,14027805,-124.7
124,14048805,41.9
125,14069805,208.6
126,14090805,375.2
127,14110805,-458.1
128,14131805,-291.4
129,14152805,-124.8
130,14173805,41.9
131,14194805,208.5
132,14215805,375.2
133,14235805,-458.1
134,14256805,-291.5
135,14277805,-124.8
136,14298805,41.8
137,14319805,208.5
138,14340805,375.2
139,14360805,-458.2
140,14381805,-291.5
141,14402805,-124.9
142,14423805,41.8
143,14444805,208.4
144,14465805,375.1
145,14485805,-458.2
146,14506805,-291.6
147,14527805,-124.9
148,14548805,41.7
149,14569805,208.4
150,14590805,375.1
151,14610805,-458.3
