# START - collecting
# STOP
# ---- jitter result ----
# ticks   = 5550
# period  = 31250.069 us/tick
# bpm     = 80.000
# sigma_t = 295.335 us
# k,timestamp_us,residual_us
0,5377882,293.7
1,5408805,-33.4
2,5439805,-283.4
3,5470805,-533.5
4,5502805,216.4
5,5533805,-33.6
6,5564805,-283.7
7,5596805,466.2
8,5627805,216.2
9,5658805,-33.9
10,5689805,-284.0
11,5721805,465.9
12,5752805,215.9
13,5783805,-34.2
14,5814805,-284.3
15,5846805,465.7
16,5877805,215.6
17,5908805,-34.5
18,5939805,-284.5
19,5971805,465.4
20,6002805,215.3
21,6033805,-34.7
22,6064805,-284.8
23,6096805,465.1
24,6127805,215.0
25,6158805,-35.0
26,6189805,-285.1
27,6221805,464.8
28,6252805,214.8
29,6283805,-35.3
30,6314805,-285.4
31,6345805,-535.4
32,6377805,214.5
33,6408805,-35.6
34,6439805,-285.6
35,6470805,-535.7
36,6502805,214.2
37,6533805,-35.9
38,6564805,-285.9
39,6595805,-536.0
40,6627805,213.9
41,6658805,-36.1
42,6689805,-286.2
43,6720805,-536.3
44,6752805,213.7
45,6783805,-36.4
46,6814805,-286.5
47,6846805,463.5
48,6877805,213.4
49,6908805,-36.7
50,6939805,-286.8
51,6971805,463.2
52,7002805,213.1
53,7033805,-37.0
54,7064805,-287.0
55,7096805,462.9
56,7127805,212.8
57,7158805,-37.2
58,7189805,-287.3
59,7221805,462.6
60,7252805,212.5
61,7283805,-37.5
62,7314805,-287.6
63,7346805,462.3
64,7377805,212.3
65,7408805,-37.8
66,7439805,-287.9
67,7470805,-537.9
68,7502805,212.0
69,7533805,-38.1
70,7564805,-288.1
71,7596805,461.8
72,7627805,211.7
73,7658805,-38.4
74,7689805,-288.4
75,7721805,461.5
76,7752805,211.4
77,7783805,-38.6
78,7814805,-288.7
79,7846805,461.2
80,7877805,211.2
81,7908805,-38.9
82,7939805,-289.0
83,7970811,-533.0
84,8002805,210.9
85,8033805,-39.2
86,8064805,-289.3
87,8095805,-539.3
88,8127805,210.6
89,8158805,-39.5
90,8189805,-289.5
91,8220805,-539.6
92,8252805,210.3
93,8283805,-39.7
94,8314805,-289.8
95,8345805,-539.9
96,8377805,210.1
97,8408805,-40.0
98,8439805,-290.1
99,8470805,-540.2
100,8502805,209.8
101,8533805,-40.3
102,8564805,-290.4
103,8596805,459.6
104,8627805,209.5
105,8658805,-40.6
106,8689805,-290.6
107,8721805,459.3
108,8752805,209.2
109,8783805,-40.9
110,8814805,-290.9
111,8846805,459.0
112,8877805,208.9
113,8908805,-41.1
114,8939805,-291.2
115,8971805,458.7
116,9002805,208.7
117,9033805,-41.4
118,9064805,-291.5
119,9096805,458.5
120,9127805,208.4
121,9158805,-41.7
122,9189805,-291.8
123,9221805,458.2
124,9252805,208.1
125,9283805,-42.0
126,9314805,-292.0
127,9346805,457.9
128,9377805,207.8
129,9408805,-42.2
130,9439806,-291.3
131,9471805,457.6
132,9502805,207.6
133,9533805,-42.5
134,9564805,-292.6
135,9596805,457.3
136,9627805,207.3
137,9658805,-42.8
138,9689805,-292.9
139,9721805,457.1
140,9752805,207.0
141,9783805,-43.1
142,9814805,-293.1
143,9846805,456.8
144,9877805,206.7
145,9908805,-43.3
146,9939805,-293.4
147,9971805,456.5
148,10002805,206.4
149,10033805,-43.6
150,10064805,-293.7
151,10096805,456.2
152,10127805,206.2
153,10158805,-43.9
154,10189805,-294.0
155,10221805,456.0
156,10252805,205.9
157,10283805,-44.2
158,10314805,-294.3
159,10346805,455.7
160,10377805,205.6
161,10408805,-44.5
162,10439805,-294.5
163,10471805,455.4
164,10502805,205.3
165,10533805,-44.7
166,10564805,-294.8
167,10596805,455.1
168,10627805,205.1
169,10658805,-45.0
170,10689805,-295.1
171,10721805,454.8
172,10752805,204.8
173,10783805,-45.3
174,10814805,-295.4
175,10846805,454.6
176,10877805,204.5
177,10908805,-45.6
178,10939805,-295.6
179,10971805,454.3
180,11002805,204.2
181,11033805,-45.8
182,11064805,-295.9
183,11096805,454.0
184,11127805,203.9
185,11158805,-46.1
186,11189805,-296.2
187,11221805,453.7
188,11252805,203.7
189,11283805,-46.4
190,11314805,-296.5
191,11346805,453.5
192,11377805,203.4
193,11408805,-46.7
194,11439805,-296.7
195,11471805,453.2
196,11502805,203.1
197,11533805,-47.0
198,11564805,-297.0
199,11596805,452.9
200,11627805,202.8
201,11658805,-47.2
202,11689805,-297.3
203,11721805,452.6
204,11752805,202.6
205,11783805,-47.5
206,11814805,-297.6
207,11845805,-547.7
208,11877805,202.3
209,11908805,-47.8
210,11939805,-297.9
211,11970807,-545.9
212,12002805,202.0
213,12033805,-48.1
214,12064805,-298.1
215,12095808,-545.2
216,12127805,201.7
217,12158805,-48.3
218,12189805,-298.4
219,12221805,451.5
220,12252805,201.4
221,12283805,-48.6
222,12314805,-298.7
223,12346805,451.2
224,12377805,201.2
225,12408805,-48.9
226,12439805,-299.0
227,12471805,451.0
228,12502805,200.9
229,12533805,-49.2
230,12564805,-299.2
231,12595805,-549.3
232,12627805,200.6
233,12658805,-49.5
234,12689805,-299.5
235,12721805,450.4
236,12752805,200.3
237,12783805,-49.7
238,12814805,-299.8
239,12846805,450.1
240,12877805,200.1
241,12908805,-50.0
242,12939805,-300.1
243,12971805,449.9
244,13002805,199.8
245,13033805,-50.3
246,13064805,-300.4
247,13096805,449.6
248,13127805,199.5
249,13158805,-50.6
250,13189805,-300.6
251,13221805,449.3
252,13252805,199.2
253,13283805,-50.8
254,13314805,-300.9
255,13346805,449.0
256,13377805,198.9
257,13408805,-51.1
258,13439805,-301.2
259,13471805,448.7
260,13502805,198.7
261,13533805,-51.4
262,13564805,-301.5
263,13596805,448.5
264,13627805,198.4
265,13658805,-51.7
266,13689805,-301.7
267,13721805,448.2
268,13752805,198.1
269,13783805,-52.0
270,13814805,-302.0
271,13846805,447.9
272,13877805,197.8
273,13908805,-52.2
274,13939805,-302.3
275,13971805,447.6
276,14002805,197.6
277,14033805,-52.5
278,14064805,-302.6
279,14096805,447.4
280,14127805,197.3
281,14158805,-52.8
282,14189805,-302.9
283,14221805,447.1
284,14252805,197.0
285,14283805,-53.1
286,14314805,-303.1
287,14346805,446.8
288,14377805,196.7
289,14408805,-53.3
290,14439805,-303.4
291,14471805,446.5
292,14502805,196.5
293,14533805,-53.6
294,14564805,-303.7
295,14596805,446.2
296,14627805,196.2
297,14658805,-53.9
298,14689805,-304.0
299,14721805,446.0
300,14752805,195.9
301,14783805,-54.2
302,14814805,-304.2
303,14846805,445.7
304,14877805,195.6
305,14908805,-54.5
306,14939805,-304.5
307,14971805,445.4
308,15002805,195.3
309,15033805,-54.7
310,15064805,-304.8
311,15096805,445.1
312,15127805,195.1
313,15158805,-55.0
314,15189805,-305.1
315,15221805,444.9
316,15252805,194.8
317,15283805,-55.3
318,15314805,-305.4
319,15346805,444.6
320,15377805,194.5
321,15408805,-55.6
322,15439805,-305.6
323,15471805,444.3
324,15502805,194.2
325,15533805,-55.8
326,15564805,-305.9
327,15596805,444.0
328,15627805,194.0
329,15658805,-56.1
330,15689805,-306.2
331,15721805,443.7
332,15752805,193.7
333,15783805,-56.4
334,15814805,-306.5
335,15846805,443.5
336,15877805,193.4
337,15908805,-56.7
338,15939805,-306.7
339,15971805,443.2
340,16002805,193.1
341,16033805,-56.9
342,16064805,-307.0
343,16096805,442.9
344,16127805,192.8
345,16158805,-57.2
346,16189805,-307.3
347,16221805,442.6
348,16252805,192.6
349,16283805,-57.5
350,16314805,-307.6
351,16346805,442.4
352,16377805,192.3
353,16408805,-57.8
354,16439805,-307.9
355,16471805,442.1
356,16502805,192.0
357,16533805,-58.1
358,16564805,-308.1
359,16596805,441.8
360,16627805,191.7
361,16658805,-58.3
362,16689805,-308.4
363,16721805,441.5
364,16752805,191.5
365,16783805,-58.6
366,16814805,-308.7
367,16846805,441.2
368,16877805,191.2
369,16908805,-58.9
370,16939805,-309.0
371,16971805,441.0
372,17002805,190.9
373,17033805,-59.2
374,17064805,-309.2
375,17096805,440.7
376,17127805,190.6
377,17158805,-59.4
378,17189805,-309.5
379,17221805,440.4
380,17252805,190.3
381,17283805,-59.7
382,17314805,-309.8
383,17346805,440.1
384,17377805,190.1
385,17408805,-60.0
386,17439805,-310.1
387,17471805,439.9
388,17502805,189.8
389,17533805,-60.3
390,17564805,-310.3
391,17596805,439.6
392,17627805,189.5
393,17658805,-60.6
394,17689805,-310.6
395,17721805,439.3
396,17752805,189.2
397,17783805,-60.8
398,17814805,-310.9
399,17846805,439.0
400,17877805,189.0
401,17908805,-61.1
402,17939805,-311.2
403,17971805,438.7
404,18002805,188.7
405,18033805,-61.4
406,18064805,-311.5
407,18096805,438.5
408,18127805,188.4
409,18158805,-61.7
410,18189805,-311.7
411,18221805,438.2
412,18252805,188.1
413,18283805,-61.9
414,18314806,-311.0
415,18346805,437.9
416,18377805,187.8
417,18408805,-62.2
418,18439805,-312.3
419,18471805,437.6
420,18502805,187.6
421,18533805,-62.5
422,18564805,-312.6
423,18596805,437.4
424,18627805,187.3
425,18658805,-62.8
426,18689805,-312.8
427,18721805,437.1
428,18752805,187.0
429,18783805,-63.1
430,18814805,-313.1
431,18845805,-563.2
432,18877805,186.7
433,18908805,-63.3
434,18939805,-313.4
435,18971805,436.5
436,19002805,186.5
437,19033805,-63.6
438,19064805,-313.7
439,19096805,436.3
440,19127805,186.2
441,19158805,-63.9
442,19189805,-314.0
443,19221805,436.0
444,19252805,185.9
445,19283805,-64.2
446,19314805,-314.2
447,19346805,435.7
448,19377805,185.6
449,19408805,-64.4
450,19439805,-314.5
451,19471805,435.4
452,19502805,185.3
453,19533805,-64.7
454,19564805,-314.8
455,19596805,435.1
456,19627805,185.1
457,19658805,-65.0
458,19689805,-315.1
459,19721805,434.9
460,19752805,184.8
461,19783805,-65.3
462,19814805,-315.3
463,19846805,434.6
464,19877805,184.5
465,19908805,-65.6
466,19939805,-315.6
467,19971805,434.3
468,20002805,184.2
469,20033805,-65.8
470,20064805,-315.9
471,20096805,434.0
472,20127805,184.0
473,20158805,-66.1
474,20189805,-316.2
475,20221805,433.8
476,20252805,183.7
477,20283805,-66.4
478,20314805,-316.5
479,20346805,433.5
480,20377805,183.4
481,20408805,-66.7
482,20439805,-316.7
483,20471805,433.2
484,20502805,183.1
485,20533805,-66.9
486,20564805,-317.0
487,20596805,432.9
488,20627805,182.9
489,20658805,-67.2
490,20689805,-317.3
491,20720821,-551.4
492,20752805,182.6
493,20783805,-67.5
494,20814805,-317.6
495,20846805,432.4
496,20877805,182.3
497,20908805,-67.8
498,20939805,-317.8
499,20971805,432.1
500,21002805,182.0
501,21033805,-68.1
502,21064805,-318.1
503,21096805,431.8
504,21127805,181.7
505,21158805,-68.3
506,21189805,-318.4
507,21221805,431.5
508,21252805,181.5
509,21283805,-68.6
510,21314805,-318.7
511,21346805,431.3
512,21377805,181.2
513,21408805,-68.9
514,21439807,-317.0
515,21471805,431.0
516,21502805,180.9
